date,ret_base_pct,ret_rule_pct,size_mult
2019-11-30,0.00000000,0.00000000,1.0
2019-12-01,0.00000000,0.00000000,1.0
2019-12-02,0.00000000,0.00000000,1.0
2019-12-03,-0.11212300,-0.11212300,1.0
2019-12-04,-0.00229000,-0.00229000,1.0
2019-12-05,-0.00541200,-0.00541200,1.0
2019-12-06,0.02014600,0.02014600,1.0
2019-12-07,0.02380900,0.02380900,1.0
2019-12-08,0.03000000,0.03000000,1.0
2019-12-09,0.03000000,0.03000000,1.0
2019-12-10,0.03000000,0.03000000,1.0
2019-12-11,0.00837000,0.00837000,1.0
2019-12-12,-0.00568000,-0.00568000,1.0
2019-12-13,-0.02833000,-0.02833000,1.0
2019-12-14,0.00689400,0.00689400,1.0
2019-12-15,0.00841900,0.00841900,1.0
2019-12-16,-0.02789900,-0.02789900,1.0
2019-12-17,-0.01964100,-0.01964100,1.0
2019-12-18,-0.05113500,-0.05113500,1.0
2019-12-19,-0.11000000,-0.11000000,1.0
2019-12-20,0.00000000,0.00000000,1.0
2019-12-21,0.00000000,0.00000000,1.0
2019-12-22,0.00000000,0.00000000,1.0
2019-12-23,0.00000000,0.00000000,1.0
2019-12-24,-0.10000000,-0.10000000,1.0
2019-12-25,0.02610700,0.02610700,1.0
2019-12-26,0.01714600,0.01714600,1.0
2019-12-27,-0.01185300,-0.01185300,1.0
2019-12-28,-0.00979200,-0.00979200,1.0
2019-12-29,-0.02197700,-0.02197700,1.0
2019-12-30,-0.13023200,-0.13023200,1.0
2019-12-31,0.00000000,0.00000000,1.0
2020-01-01,0.00000000,0.00000000,1.0
2020-01-02,0.00000000,0.00000000,1.0
2020-01-03,0.00000000,0.00000000,1.0
2020-01-04,0.00000000,0.00000000,1.0
2020-01-05,0.00000000,0.00000000,1.0
2020-01-06,0.00000000,0.00000000,1.0
2020-01-07,-0.10000000,-0.10000000,1.0
2020-01-08,0.03251400,0.03251400,1.0
2020-01-09,0.03000000,0.03000000,1.0
2020-01-10,0.03000000,0.03000000,1.0
2020-01-11,0.03784600,0.03784600,1.0
2020-01-12,0.03000000,0.03000000,1.0
2020-01-13,0.03000000,0.03000000,1.0
2020-01-14,0.04590000,0.04590000,1.0
2020-01-15,0.07888900,0.07888900,1.0
2020-01-16,0.08265700,0.08265700,1.0
2020-01-17,0.08177600,0.08177600,1.0
2020-01-18,0.07126300,0.07126300,1.0
2020-01-19,0.15183700,0.15183700,1.0
2020-01-20,0.05048400,0.05048400,1.0
2020-01-21,0.04322200,0.04322200,1.0
2020-01-22,0.04139200,0.04139200,1.0
2020-01-23,0.07230400,0.07230400,1.0
2020-01-24,0.11479100,0.11479100,1.0
2020-01-25,0.03000000,0.03000000,1.0
2020-01-26,0.03000000,0.03000000,1.0
2020-01-27,0.03000000,0.03000000,1.0
2020-01-28,0.13308300,0.13308300,1.0
2020-01-29,0.22421100,0.22421100,1.0
2020-01-30,0.08332900,0.08332900,1.0
2020-01-31,0.17056300,0.17056300,1.0
2020-02-01,0.18971000,0.18971000,1.0
2020-02-02,0.12870300,0.12870300,1.0
2020-02-03,0.10653900,0.10653900,1.0
2020-02-04,0.19192400,0.19192400,1.0
2020-02-05,0.07263100,0.07263100,1.0
2020-02-06,0.29798800,0.29798800,1.0
2020-02-07,0.08996000,0.08996000,1.0
2020-02-08,0.20208800,0.20208800,1.0
2020-02-09,0.23827100,0.23827100,1.0
2020-02-10,0.32967300,0.32967300,1.0
2020-02-11,0.15890600,0.15890600,1.0
2020-02-12,0.51193900,0.51193900,1.0
2020-02-13,0.24837000,0.24837000,1.0
2020-02-14,0.19372500,0.19372500,1.0
2020-02-15,0.24334200,0.24334200,1.0
2020-02-16,0.14902200,0.14902200,1.0
2020-02-17,0.19521500,0.19521500,1.0
2020-02-18,0.07058100,0.07058100,1.0
2020-02-19,0.12564000,0.12564000,1.0
2020-02-20,0.03000000,0.03000000,1.0
2020-02-21,0.03000000,0.03000000,1.0
2020-02-22,0.03224300,0.03224300,1.0
2020-02-23,0.13398100,0.13398100,1.0
2020-02-24,0.07336100,0.07336100,1.0
2020-02-25,0.10670100,0.10670100,1.0
2020-02-26,0.12546000,0.12546000,1.0
2020-02-27,0.03736300,0.03736300,1.0
2020-02-28,0.04526300,0.04526300,1.0
2020-02-29,0.18404700,0.18404700,1.0
2020-03-01,0.10828300,0.10828300,1.0
2020-03-02,0.03872000,0.03872000,1.0
2020-03-03,0.03000000,0.03000000,1.0
2020-03-04,0.04432800,0.04432800,1.0
2020-03-05,0.05300200,0.05300200,1.0
2020-03-06,0.07783800,0.07783800,1.0
2020-03-07,0.10427600,0.10427600,1.0
2020-03-08,0.14735300,0.14735300,1.0
2020-03-09,0.03000000,0.03000000,1.0
2020-03-10,0.03000000,0.03000000,1.0
2020-03-11,0.04289800,0.04289800,1.0
2020-03-12,0.00542300,0.00542300,1.0
2020-03-13,-0.38145100,-0.38145100,1.0
2020-03-14,-0.13169200,-0.13169200,1.0
2020-03-15,-0.15089100,-0.15089100,1.0
2020-03-16,-0.14828200,-0.14828200,1.0
2020-03-17,0.00000000,0.00000000,1.0
2020-03-18,0.00000000,0.00000000,1.0
2020-03-19,0.00000000,0.00000000,1.0
2020-03-20,0.00000000,0.00000000,1.0
2020-03-21,0.00000000,0.00000000,1.0
2020-03-22,0.00000000,0.00000000,1.0
2020-03-23,0.00000000,0.00000000,1.0
2020-03-24,0.00000000,0.00000000,1.0
2020-03-25,0.00000000,0.00000000,1.0
2020-03-26,0.00000000,0.00000000,1.0
2020-03-27,-0.11301400,-0.11301400,1.0
2020-03-28,-0.07511600,-0.07511600,1.0
2020-03-29,-0.07801500,-0.07801500,1.0
2020-03-30,-0.10510900,-0.10510900,1.0
2020-03-31,-0.12538300,-0.12538300,1.0
2020-04-01,0.00000000,0.00000000,1.0
2020-04-02,0.00000000,0.00000000,1.0
2020-04-03,0.00000000,0.00000000,1.0
2020-04-04,0.00000000,0.00000000,1.0
2020-04-05,0.00000000,0.00000000,1.0
2020-04-06,0.00000000,0.00000000,1.0
2020-04-07,0.00000000,0.00000000,1.0
2020-04-08,0.00000000,0.00000000,1.0
2020-04-09,-0.13885900,-0.13885900,1.0
2020-04-10,0.01499700,0.01499700,1.0
2020-04-11,0.03000000,0.03000000,1.0
2020-04-12,0.02845300,0.02845300,1.0
2020-04-13,-0.01519900,-0.01519900,1.0
2020-04-14,-0.01581800,-0.01581800,1.0
2020-04-15,-0.01450800,-0.01450800,1.0
2020-04-16,-0.12701700,-0.12701700,1.0
2020-04-17,0.00000000,0.00000000,1.0
2020-04-18,0.00000000,0.00000000,1.0
2020-04-19,0.00000000,0.00000000,1.0
2020-04-20,0.00000000,0.00000000,1.0
2020-04-21,0.00000000,0.00000000,1.0
2020-04-22,0.00000000,0.00000000,1.0
2020-04-23,0.00000000,0.00000000,1.0
2020-04-24,0.00000000,0.00000000,1.0
2020-04-25,0.00000000,0.00000000,1.0
2020-04-26,0.00000000,0.00000000,1.0
2020-04-27,0.00000000,0.00000000,1.0
2020-04-28,-0.10000000,-0.10000000,1.0
2020-04-29,0.03000000,0.03000000,1.0
2020-04-30,0.12072500,0.12072500,1.0
2020-05-01,0.05248500,0.05248500,1.0
2020-05-02,0.03014400,0.03014400,1.0
2020-05-03,0.04497200,0.04497200,1.0
2020-05-04,0.03192500,0.03192500,1.0
2020-05-05,0.03000000,0.03000000,1.0
2020-05-06,0.05598100,0.05598100,1.0
2020-05-07,0.03000000,0.03000000,1.0
2020-05-08,0.10330000,0.10330000,1.0
2020-05-09,0.17587100,0.17587100,1.0
2020-05-10,0.06232600,0.06232600,1.0
2020-05-11,0.03000000,0.03000000,1.0
2020-05-12,0.03000000,0.03000000,1.0
2020-05-13,0.03000000,0.03000000,1.0
2020-05-14,0.03000000,0.03000000,1.0
2020-05-15,0.02440000,0.02440000,1.0
2020-05-16,0.03000000,0.03000000,1.0
2020-05-17,0.01301400,0.01301400,1.0
2020-05-18,0.01336000,0.01336000,1.0
2020-05-19,0.02789200,0.02789200,1.0
2020-05-20,0.03000000,0.03000000,1.0
2020-05-21,0.00778200,0.00778200,1.0
2020-05-22,-0.00067900,-0.00067900,1.0
2020-05-23,0.00385000,0.00385000,1.0
2020-05-24,0.02464100,0.02464100,1.0
2020-05-25,-0.00172800,-0.00172800,1.0
2020-05-26,0.01456400,0.01456400,1.0
2020-05-27,-0.00192100,-0.00192100,1.0
2020-05-28,-0.01941500,-0.01941500,1.0
2020-05-29,0.00389100,0.00389100,1.0
2020-05-30,0.03000000,0.03000000,1.0
2020-05-31,0.03000000,0.03000000,1.0
2020-06-01,0.00802700,0.00802700,1.0
2020-06-02,0.12279000,0.12279000,1.0
2020-06-03,0.02864600,0.02864600,1.0
2020-06-04,0.03000000,0.03000000,1.0
2020-06-05,0.03000000,0.03000000,1.0
2020-06-06,0.03000000,0.03000000,1.0
2020-06-07,0.03000000,0.03000000,1.0
2020-06-08,0.03000000,0.03000000,1.0
2020-06-09,0.03000000,0.03000000,1.0
2020-06-10,0.03000000,0.03000000,1.0
2020-06-11,0.03000000,0.03000000,1.0
2020-06-12,0.01589800,0.01589800,1.0
2020-06-13,0.01527500,0.01527500,1.0
2020-06-14,0.02710200,0.02710200,1.0
2020-06-15,-0.01236200,-0.01236200,1.0
2020-06-16,0.00478500,0.00478500,1.0
2020-06-17,0.00695400,0.00695400,1.0
2020-06-18,-0.01397000,-0.01397000,1.0
2020-06-19,0.01178300,0.01178300,1.0
2020-06-20,0.02118600,0.02118600,1.0
2020-06-21,0.00565300,0.00565300,1.0
2020-06-22,0.02678400,0.02678400,1.0
2020-06-23,0.03221500,0.03221500,1.0
2020-06-24,0.03128600,0.03128600,1.0
2020-06-25,0.03000000,0.03000000,1.0
2020-06-26,0.02940100,0.02940100,1.0
2020-06-27,0.03000000,0.03000000,1.0
2020-06-28,0.02486700,0.02486700,1.0
2020-06-29,0.03000000,0.03000000,1.0
2020-06-30,0.03000000,0.03000000,1.0
2020-07-01,0.03000000,0.03000000,1.0
2020-07-02,0.03000000,0.03000000,1.0
2020-07-03,0.03000000,0.03000000,1.0
2020-07-04,0.03000000,0.03000000,1.0
2020-07-05,0.03000000,0.03000000,1.0
2020-07-06,0.03000000,0.03000000,1.0
2020-07-07,0.03000000,0.03000000,1.0
2020-07-08,0.03000000,0.03000000,1.0
2020-07-09,0.03000000,0.03000000,1.0
2020-07-10,0.03000000,0.03000000,1.0
2020-07-11,0.03000000,0.03000000,1.0
2020-07-12,0.03000000,0.03000000,1.0
2020-07-13,0.03000000,0.03000000,1.0
2020-07-14,0.03000000,0.03000000,1.0
2020-07-15,0.03000000,0.03000000,1.0
2020-07-16,0.03000000,0.03000000,1.0
2020-07-17,0.03000000,0.03000000,1.0
2020-07-18,0.03000000,0.03000000,1.0
2020-07-19,0.03000000,0.03000000,1.0
2020-07-20,0.03000000,0.03000000,1.0
2020-07-21,0.03000000,0.03000000,1.0
2020-07-22,0.03000000,0.03000000,1.0
2020-07-23,0.03000000,0.03000000,1.0
2020-07-24,0.03000000,0.03000000,1.0
2020-07-25,0.03000000,0.03000000,1.0
2020-07-26,0.08543700,0.08543700,1.0
2020-07-27,0.18601900,0.18601900,1.0
2020-07-28,0.35911200,0.35911200,1.0
2020-07-29,0.21368500,0.21368500,1.0
2020-07-30,0.20326200,0.20326200,1.0
2020-07-31,0.15971800,0.15971800,1.0
2020-08-01,0.10769100,0.10769100,1.0
2020-08-02,0.16274900,0.16274900,1.0
2020-08-03,0.11551000,0.11551000,1.0
2020-08-04,0.10037700,0.10037700,1.0
2020-08-05,0.05255500,0.05255500,1.0
2020-08-06,0.11366200,0.11366200,1.0
2020-08-07,0.07684200,0.07684200,1.0
2020-08-08,0.03000000,0.03000000,1.0
2020-08-09,0.04564000,0.04564000,1.0
2020-08-10,0.17211600,0.17211600,1.0
2020-08-11,0.09592400,0.09592400,1.0
2020-08-12,0.03000000,0.03000000,1.0
2020-08-13,0.03000000,0.03000000,1.0
2020-08-14,0.08906900,0.08906900,1.0
2020-08-15,0.06855400,0.06855400,1.0
2020-08-16,0.09594100,0.09594100,1.0
2020-08-17,0.15190800,0.15190800,1.0
2020-08-18,0.29826700,0.29826700,1.0
2020-08-19,0.15626800,0.01813400,0.5
2020-08-20,0.05406000,-0.00594000,1.0
2020-08-21,0.03000000,0.03000000,1.0
2020-08-22,0.03000000,0.03000000,1.0
2020-08-23,0.03000000,0.03000000,1.0
2020-08-24,0.03000000,0.03000000,1.0
2020-08-25,0.06258000,0.06258000,1.0
2020-08-26,0.04635400,0.04635400,1.0
2020-08-27,0.03000000,0.03000000,1.0
2020-08-28,0.03000000,0.03000000,1.0
2020-08-29,0.03000000,0.03000000,1.0
2020-08-30,0.03000000,0.03000000,1.0
2020-08-31,0.03546100,0.03546100,1.0
2020-09-01,0.07982100,0.07982100,1.0
2020-09-02,0.11300700,0.11300700,1.0
2020-09-03,0.06293100,0.06293100,1.0
2020-09-04,0.03000000,0.03000000,1.0
2020-09-05,0.03000000,0.03000000,1.0
2020-09-06,0.03000000,0.03000000,1.0
2020-09-07,0.03000000,0.03000000,1.0
2020-09-08,0.03000000,0.03000000,1.0
2020-09-09,0.03000000,0.03000000,1.0
2020-09-10,0.03000000,0.03000000,1.0
2020-09-11,0.03000000,0.03000000,1.0
2020-09-12,0.03000000,0.03000000,1.0
2020-09-13,0.03000000,0.03000000,1.0
2020-09-14,0.02086800,0.02086800,1.0
2020-09-15,-0.03022200,-0.03022200,1.0
2020-09-16,-0.01586700,-0.01586700,1.0
2020-09-17,0.00249200,0.00249200,1.0
2020-09-18,0.01997100,0.01997100,1.0
2020-09-19,-0.02827900,-0.02827900,1.0
2020-09-20,-0.02429900,-0.02429900,1.0
2020-09-21,-0.00957700,-0.00957700,1.0
2020-09-22,-0.11000000,-0.11000000,1.0
2020-09-23,0.00000000,0.00000000,1.0
2020-09-24,0.00000000,0.00000000,1.0
2020-09-25,0.00000000,0.00000000,1.0
2020-09-26,0.00000000,0.00000000,1.0
2020-09-27,-0.10000000,-0.10000000,1.0
2020-09-28,0.03000000,0.03000000,1.0
2020-09-29,0.03000000,0.03000000,1.0
2020-09-30,0.03000000,0.03000000,1.0
2020-10-01,0.02741200,0.02741200,1.0
2020-10-02,0.00808500,0.00808500,1.0
2020-10-03,0.02974900,0.02974900,1.0
2020-10-04,0.00213900,0.00213900,1.0
2020-10-05,-0.01943600,-0.01943600,1.0
2020-10-06,-0.00150200,-0.00150200,1.0
2020-10-07,0.00120600,0.00120600,1.0
2020-10-08,0.01479700,0.01479700,1.0
2020-10-09,0.02612800,0.02612800,1.0
2020-10-10,0.03000000,0.03000000,1.0
2020-10-11,0.03000000,0.03000000,1.0
2020-10-12,0.03000000,0.03000000,1.0
2020-10-13,0.03000000,0.03000000,1.0
2020-10-14,0.03000000,0.03000000,1.0
2020-10-15,0.03000000,0.03000000,1.0
2020-10-16,0.03000000,0.03000000,1.0
2020-10-17,0.03000000,0.03000000,1.0
2020-10-18,0.03000000,0.03000000,1.0
2020-10-19,0.03000000,0.03000000,1.0
2020-10-20,0.02374200,0.02374200,1.0
2020-10-21,0.01977800,0.01977800,1.0
2020-10-22,0.03000000,0.03000000,1.0
2020-10-23,0.03000000,0.03000000,1.0
2020-10-24,0.03000000,0.03000000,1.0
2020-10-25,0.03000000,0.03000000,1.0
2020-10-26,0.03000000,0.03000000,1.0
2020-10-27,0.02540100,0.02540100,1.0
2020-10-28,0.02372500,0.02372500,1.0
2020-10-29,-0.03724700,-0.03724700,1.0
2020-10-30,-0.02965000,-0.02965000,1.0
2020-10-31,-0.03235500,-0.03235500,1.0
2020-11-01,-0.12638600,-0.12638600,1.0
2020-11-02,0.00000000,0.00000000,1.0
2020-11-03,0.00000000,0.00000000,1.0
2020-11-04,0.00000000,0.00000000,1.0
2020-11-05,0.00000000,0.00000000,1.0
2020-11-06,0.00000000,0.00000000,1.0
2020-11-07,-0.04619600,-0.04619600,1.0
2020-11-08,0.03000000,-0.04500000,0.5
2020-11-09,0.03000000,-0.03000000,1.0
2020-11-10,0.03000000,0.03000000,1.0
2020-11-11,0.03000000,0.03000000,1.0
2020-11-12,0.03000000,0.03000000,1.0
2020-11-13,0.03000000,0.03000000,1.0
2020-11-14,0.02427700,0.02427700,1.0
2020-11-15,0.03000000,0.03000000,1.0
2020-11-16,0.03000000,0.03000000,1.0
2020-11-17,0.03000000,0.03000000,1.0
2020-11-18,0.10019600,0.10019600,1.0
2020-11-19,0.08722200,-0.01638900,0.5
2020-11-20,0.11491400,0.05491400,1.0
2020-11-21,0.07943800,-0.02028100,0.5
2020-11-22,0.23388500,0.17388500,1.0
2020-11-23,0.28574900,0.08287450,0.5
2020-11-24,0.19234300,0.09617150,0.5
2020-11-25,0.19760600,0.09880300,0.5
2020-11-26,0.07734000,0.01734000,1.0
2020-11-27,0.03077300,0.03077300,1.0
2020-11-28,0.03000000,0.03000000,1.0
2020-11-29,0.03000000,0.03000000,1.0
2020-11-30,0.04948100,0.04948100,1.0
2020-12-01,0.10076200,0.10076200,1.0
2020-12-02,0.03000000,0.03000000,1.0
2020-12-03,0.04545500,0.04545500,1.0
2020-12-04,0.03270300,0.03270300,1.0
2020-12-05,0.03000000,0.03000000,1.0
2020-12-06,0.03000000,0.03000000,1.0
2020-12-07,0.03000000,0.03000000,1.0
2020-12-08,0.03000000,0.03000000,1.0
2020-12-09,0.03000000,0.03000000,1.0
2020-12-10,0.03000000,0.03000000,1.0
2020-12-11,0.03000000,0.03000000,1.0
2020-12-12,0.01217900,0.01217900,1.0
2020-12-13,0.03000000,0.03000000,1.0
2020-12-14,0.03000000,0.03000000,1.0
2020-12-15,0.03000000,0.03000000,1.0
2020-12-16,0.06605400,0.06605400,1.0
2020-12-17,0.08597300,0.08597300,1.0
2020-12-18,0.12711200,0.12711200,1.0
2020-12-19,0.11857600,0.11857600,1.0
2020-12-20,0.15461000,0.15461000,1.0
2020-12-21,0.09578500,0.09578500,1.0
2020-12-22,0.03995600,0.03995600,1.0
2020-12-23,0.03152400,0.03152400,1.0
2020-12-24,0.04721600,0.04721600,1.0
2020-12-25,0.06343300,0.06343300,1.0
2020-12-26,0.03696500,0.03696500,1.0
2020-12-27,0.11657200,0.11657200,1.0
2020-12-28,0.15087400,0.15087400,1.0
2020-12-29,0.12653700,0.12653700,1.0
2020-12-30,0.18869500,0.18869500,1.0
2020-12-31,0.15038100,0.15038100,1.0
2021-01-01,0.08354600,0.08354600,1.0
2021-01-02,0.14562200,0.14562200,1.0
2021-01-03,0.39380800,0.39380800,1.0
2021-01-04,0.45674500,0.16837250,0.5
2021-01-05,0.19840800,0.09920400,0.5
2021-01-06,0.48645400,0.42645400,1.0
2021-01-07,0.34290100,0.11145050,0.5
2021-01-08,0.43745300,0.37745300,1.0
2021-01-09,0.27681400,0.07840700,0.5
2021-01-10,0.31922400,0.25922400,1.0
2021-01-11,0.22148300,0.22148300,1.0
2021-01-12,0.13932600,0.13932600,1.0
2021-01-13,0.10788800,0.10788800,1.0
2021-01-14,0.21946100,0.21946100,1.0
2021-01-15,0.23829600,0.23829600,1.0
2021-01-16,0.11106900,0.11106900,1.0
2021-01-17,0.07338500,0.07338500,1.0
2021-01-18,0.20824600,0.20824600,1.0
2021-01-19,0.36022700,0.36022700,1.0
2021-01-20,0.12262700,0.12262700,1.0
2021-01-21,0.11702400,0.11702400,1.0
2021-01-22,0.03000000,0.03000000,1.0
2021-01-23,0.03218200,0.03218200,1.0
2021-01-24,0.06575600,0.06575600,1.0
2021-01-25,0.10466700,0.10466700,1.0
2021-01-26,0.03350600,0.03350600,1.0
2021-01-27,0.03000000,0.03000000,1.0
2021-01-28,0.04226200,0.04226200,1.0
2021-01-29,0.24159200,0.24159200,1.0
2021-01-30,0.12483600,0.12483600,1.0
2021-01-31,0.14529500,0.14529500,1.0
2021-02-01,0.11834100,0.11834100,1.0
2021-02-02,0.20324600,0.20324600,1.0
2021-02-03,0.23338900,0.23338900,1.0
2021-02-04,0.16528500,0.16528500,1.0
2021-02-05,0.23062700,0.23062700,1.0
2021-02-06,0.20698000,0.20698000,1.0
2021-02-07,0.32687300,0.32687300,1.0
2021-02-08,0.36614700,0.36614700,1.0
2021-02-09,0.47885700,0.47885700,1.0
2021-02-10,0.41206000,0.41206000,1.0
2021-02-11,0.33392200,0.33392200,1.0
2021-02-12,0.35993500,0.35993500,1.0
2021-02-13,0.35755400,0.35755400,1.0
2021-02-14,0.38072200,0.38072200,1.0
2021-02-15,0.22661000,0.22661000,1.0
2021-02-16,0.36496400,0.36496400,1.0
2021-02-17,0.34461400,0.34461400,1.0
2021-02-18,0.41239400,0.41239400,1.0
2021-02-19,0.30457200,0.30457200,1.0
2021-02-20,0.39531800,0.39531800,1.0
2021-02-21,0.32519900,0.32519900,1.0
2021-02-22,0.28669500,0.28669500,1.0
2021-02-23,0.06784800,0.06784800,1.0
2021-02-24,0.09908000,0.09908000,1.0
2021-02-25,0.07000600,0.07000600,1.0
2021-02-26,0.03000000,0.03000000,1.0
2021-02-27,0.08477200,0.08477200,1.0
2021-02-28,0.05770600,0.05770600,1.0
2021-03-01,0.03692100,0.03692100,1.0
2021-03-02,0.03000000,0.03000000,1.0
2021-03-03,0.06507800,0.06507800,1.0
2021-03-04,0.03000000,0.03000000,1.0
2021-03-05,0.03000000,0.03000000,1.0
2021-03-06,0.03000000,0.03000000,1.0
2021-03-07,0.03760600,0.03760600,1.0
2021-03-08,0.04475700,0.04475700,1.0
2021-03-09,0.17143300,0.17143300,1.0
2021-03-10,0.12984500,0.12984500,1.0
2021-03-11,0.28067500,0.28067500,1.0
2021-03-12,0.22034800,0.22034800,1.0
2021-03-13,0.16551500,0.16551500,1.0
2021-03-14,0.28149000,0.28149000,1.0
2021-03-15,0.20299600,0.20299600,1.0
2021-03-16,0.09910800,0.09910800,1.0
2021-03-17,0.07917600,0.07917600,1.0
2021-03-18,0.09207100,0.09207100,1.0
2021-03-19,0.07815300,0.07815300,1.0
2021-03-20,0.14266800,0.14266800,1.0
2021-03-21,0.08374100,0.08374100,1.0
2021-03-22,0.14645800,0.14645800,1.0
2021-03-23,0.09307400,0.09307400,1.0
2021-03-24,0.09644300,0.09644300,1.0
2021-03-25,0.03182800,0.03182800,1.0
2021-03-26,0.03600000,0.03600000,1.0
2021-03-27,0.03000000,0.03000000,1.0
2021-03-28,0.03000000,0.03000000,1.0
2021-03-29,0.03817100,0.03817100,1.0
2021-03-30,0.14278500,0.14278500,1.0
2021-03-31,0.21005700,0.21005700,1.0
2021-04-01,0.25645600,0.25645600,1.0
2021-04-02,0.27924900,0.27924900,1.0
2021-04-03,0.27242300,0.27242300,1.0
2021-04-04,0.12710600,0.12710600,1.0
2021-04-05,0.12009000,0.12009000,1.0
2021-04-06,0.23870100,0.23870100,1.0
2021-04-07,0.16501800,0.16501800,1.0
2021-04-08,0.09195200,0.09195200,1.0
2021-04-09,0.06769700,0.06769700,1.0
2021-04-10,0.28123500,0.28123500,1.0
2021-04-11,0.29216000,0.29216000,1.0
2021-04-12,0.29449400,0.29449400,1.0
2021-04-13,0.29667000,0.29667000,1.0
2021-04-14,0.30386100,0.30386100,1.0
2021-04-15,0.26874100,0.26874100,1.0
2021-04-16,0.34518800,0.34518800,1.0
2021-04-17,0.19648500,0.19648500,1.0
2021-04-18,0.15007200,0.15007200,1.0
2021-04-19,0.03000000,0.03000000,1.0
2021-04-20,0.03000000,0.03000000,1.0
2021-04-21,0.03000000,0.03000000,1.0
2021-04-22,0.03000000,0.03000000,1.0
2021-04-23,0.06761800,0.06761800,1.0
2021-04-24,0.05443200,0.05443200,1.0
2021-04-25,0.07025800,0.07025800,1.0
2021-04-26,0.03000000,0.03000000,1.0
2021-04-27,0.03000000,0.03000000,1.0
2021-04-28,0.03000000,0.03000000,1.0
2021-04-29,0.03000000,0.03000000,1.0
2021-04-30,0.03000000,0.03000000,1.0
2021-05-01,0.05370500,0.05370500,1.0
2021-05-02,0.10638700,0.10638700,1.0
2021-05-03,0.14380800,0.14380800,1.0
2021-05-04,0.12957100,0.12957100,1.0
2021-05-05,0.09889300,0.09889300,1.0
2021-05-06,0.22960900,0.22960900,1.0
2021-05-07,0.11510200,0.11510200,1.0
2021-05-08,0.15207500,0.15207500,1.0
2021-05-09,0.15665100,0.15665100,1.0
2021-05-10,0.22244200,0.22244200,1.0
2021-05-11,0.11605600,0.11605600,1.0
2021-05-12,0.09015600,0.09015600,1.0
2021-05-13,0.04450100,0.04450100,1.0
2021-05-14,0.09032800,0.09032800,1.0
2021-05-15,0.04027600,0.04027600,1.0
2021-05-16,0.09312600,0.09312600,1.0
2021-05-17,0.13328300,0.13328300,1.0
2021-05-18,0.09117500,0.09117500,1.0
2021-05-19,-0.04388400,-0.04388400,1.0
2021-05-20,0.03000000,0.03000000,1.0
2021-05-21,0.01654500,0.01654500,1.0
2021-05-22,-0.00444800,-0.00444800,1.0
2021-05-23,-0.00137400,-0.00137400,1.0
2021-05-24,-0.01635000,-0.01635000,1.0
2021-05-25,-0.11000000,-0.11000000,1.0
