date,time,symbol,base,side,leverage,margin_mode,entry_price,exit_price,exit_price_type,roi_pct,pnl_usd,position_size,margin_usd,stop_loss,take_profits,liquidation_price,status,platform,image_type,trade_notes,message,image_file,confidence,discord_link
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 4 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 5 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 6 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 7 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 8 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,ETHUSDT,ETH,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (ETH win 3 of 3 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 9 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 10 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 11 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 12 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a winning trade in the recap (BTC win 13 of 13 listed).,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,SOLUSDT,SOL,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a break-even (BE) trade in the recap.,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,ALGOUSDT,ALGO,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a break-even (BE) trade in the recap.,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-06,23:47:41,BTCUSDT,BTC,,,,,,,,,,,,,,closed,Discord,discord_message_screenshot,Listed as a break-even (BE) trade in the recap.,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify",001_2026-05-06_234741_Screenshot_20260507-014653.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277
2026-05-08,13:48:41,BTCUSDT,BTC,long,,,79564.8,,,,,,,,,,open,unknown,open_positions_screenshot,"Only the field 'Entry Price (USDT) 79,564.80' is visible. Symbol and side are NOT shown in the image: BTC is taken from the accompanying message context and 'long' from the message suggesting taking 20% profit at 80.5k above this entry. Note this entry (79,564.80) differs from the 79,764.40 entry shown on the later BTCUSDT Long 100X Bybit share cards (images 014/017).","BTC started moving, you can take 20% @ 80.5k if you want, I'll update whenever I close!",002_2026-05-08_134841_Screenshot_20260508-1547142.png,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1502260952098279615
2026-05-08,18:44:20,UNIUSDT,UNI,long,50,,,,,101.21,,,,,,,closed,Bybit,pnl_share_card,"Cropped share card: only header and ROI visible. Same card appears in full as image 015 (Entry 3.458 / Exit 3.528). Per message this was a 50% partial close (~0.7R); remaining half held with SL moved to BE 3.46, his own TP 3.7, followers could hold to 4 (those levels are from the message, not the image).","Okay let's treat as our first win 

Closing 50% UNI for 0.7 R move, I'll take personally  fully TP @ 3.7
You can hold till 4

SL @ BE 3.46

@Paladin Notify",003_2026-05-08_184420_Screenshot_20260508-203512.png,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1502335355628687451
2026-05-09,04:45:42,KERNELUSDT,KERNEL,long,20,,0.06454,0.06615,mark,49.35,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open). Per message this is TP1 with the next TP at 0.0673 (not shown on the card).,"KERNEL TP1 here, next TP @ 0.0673

@Paladin Notify",009_2026-05-09_044542_Screenshot_20260509-064308.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502486692232298586
2026-05-09,04:48:32,KERNELUSDT,KERNEL,long,20,,0.06454,0.06615,mark,49.35,,,,,,,open,Bybit,pnl_share_card,"Card label reads 'Current Price' (position still open). Identical screenshot to image 009 (same file name Screenshot_20260509-064308), re-posted in the batch of running trades.","All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",010_2026-05-09_044832_Screenshot_20260509-064308.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:48:32,AVNTUSDT,AVNT,long,50,,0.15851,0.16787,mark,265.55,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open).,"All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",011_2026-05-09_044832_Screenshot_20260509-064552.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:48:32,SNXUSDT,SNX,long,25,,0.3545,0.3727,mark,118.67,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open).,"All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",012_2026-05-09_044832_Screenshot_20260509-064638.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:48:32,ZROUSDT,ZRO,long,50,,1.4744,1.4849,mark,34.43,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open).,"All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",013_2026-05-09_044832_Screenshot_20260509-064657.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:48:32,BTCUSDT,BTC,long,100,,79764.4,80333.9,mark,67.25,,,,,,,open,Bybit,pnl_share_card,"Card label reads 'Current Price' (position still open). Same position later closed at 80,341.20 (image 017).","All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",014_2026-05-09_044832_Screenshot_20260509-064717.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:48:32,UNIUSDT,UNI,long,50,,3.458,3.528,close,101.21,,,,,,,closed,Bybit,pnl_share_card,Card label reads 'Exit Price' (closed). Full version of the cropped card in image 003; this is the 50% partial close at ~0.7R announced on May 8 (the remainder was exited at 3.7 per his later message).,"All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close.",015_2026-05-09_044832_Screenshot_20260509-063448.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
2026-05-09,04:52:10,SYRUPUSDT,SYRUP,long,25,,0.25328,0.26013,close,67.61,,,,,,,closed,Bybit,pnl_share_card,Card label reads 'Exit Price' (closed). Per message this was a journal trade held for ~10 days and closed out of impatience despite conviction it would 'blow up'.,"Also closing this trade from Journals, 100% this is gonna blow up but I have been holding for 10 days, its getting annoying. 

https://discord.com/channels/1042855255089623100/1496387902140321885/1497875763314298912

@Paladin Notify",016_2026-05-09_045210_Screenshot_20260509-063054.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502488322143162518
2026-05-09,06:06:56,BTCUSDT,BTC,long,100,,79764.4,80341.2,close,72.31,,,,,,,closed,Bybit,pnl_share_card,"Card label reads 'Exit Price' (closed). Same position shown open in image 014 (current 80,333.90 / +67.25%).","Closing BTC @ 80.4k

@Paladin Notify",017_2026-05-09_060656_Screenshot_20260509-080604.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1502507137337786561
2026-05-10,18:45:44,ETHUSDT,ETH,long,100,,2311.73,2340.53,close,124.58,,,,,,,closed,Bybit,pnl_share_card,Card label reads 'Exit Price' (closed). Described in the message as a weekend scalp.,"Alright guys good enough for a weekend scalp, closing it here!

@Paladin Notify",018_2026-05-10_184544_Screenshot_20260510-204502.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503060481118568578
2026-05-10,21:01:23,AVNTUSDT,AVNT,long,50,,0.15851,0.16709,mark,246.69,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open). Per message this is TP1 with a full close planned at 0.1746 (not shown on the card). Same position as image 011 (then at 0.16787 / +265.55%).,"AVNT TP1 here, fully close @ 0.1746

@Paladin Notify",019_2026-05-10_210123_Screenshot_20260510-224944.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503094618345181387
2026-05-10,22:10:30,ZROUSDT,ZRO,long,50,,1.4744,1.53,mark,178.94,,,,,,,open,Bybit,pnl_share_card,Card label reads 'Current Price' (position still open). Per message he took 25% off here and plans a full exit around 1.55+ (not shown on the card). Same position as image 013 (then at 1.4849 / +34.43%).,"25% here, fully exit around 1.55+ 
Will update if I see weakness

@Paladin Notify",020_2026-05-10_221030_Screenshot_20260511-000006.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503112014283673735
2026-05-10,23:33:31,SNXUSDT,SNX,long,25,,0.3545,0.3626,mark,55.8,,,,,,,open,Bybit,pnl_share_card,"Bybit rocket share card. Price label on the card is 'Current Price' (position still open when the card was generated). No date, size or PnL in USD shown.","Closing SNX in some profits, we're gonna have a pullback will open again after Monday 

@Paladin Notify",021_2026-05-10_233331_Screenshot_20260511-013234.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503132904983756810
2026-05-11,03:58:37,BTCUSDT,BTC,short,100,,82202.8,81302.9,close,109.47,,,,,,,closed,Bybit,pnl_share_card,"Bybit rocket share card with 'Exit Price' label (closed trade). Short label shown in red. No date, size or USD PnL shown.","TPed, fast top short, closed.

@Paladin Notify",022_2026-05-11_035837_Screenshot_20260511-055757.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199620715642910
2026-05-11,09:12:24,ZROUSDT,ZRO,long,50,,1.4772,1.5369,mark,189.93,,,,,,,open,Bybit,pnl_share_card,"Bybit rocket share card; price label is 'Current Price' (position open). No date, size or USD PnL shown.","And the streak continues, 20% here not moving SL to entry.

@Paladin Notify",023_2026-05-11_091224_17784798553272.jpg,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278586050777149
2026-05-11,09:13:29,BTCUSDT,BTC,long,150,,,,,51.78,,,,,,,open,Blofin,pnl_share_card,"Header reads 'Unrealized PnL' (open position). Card is cropped to the top part: entry price, mark price, date and size are not visible. 150X leverage and the card layout (pair | Long | 150X with a character figure on the right) match Blofin share cards.","I have started to scale in BTC long as well will give out once I'm confident enough 

For an idea I'm long since 80.6k SL @ 79.5k",024_2026-05-11_091329_Screenshot_20260511-111236.png,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278860400332892
2026-05-11,12:32:58,ZROUSDT,ZRO,long,50,,1.4772,1.5457,mark,215.72,,,,,,,open,Bybit,pnl_share_card,"Bybit rocket share card; price label is 'Current Price' (card generated while the position was still open, even though the message announces the TP was hit). Same entry 1.4772 as the earlier ZRO card.","ZRO TP hit 

@Paladin Notify",025_2026-05-11_123258_17784899060412.jpg,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329058543370330
2026-05-11,19:33:50,BTCUSDT,BTC,long,100,,80914.2,81798.7,close,109.31,,,,,,,closed,Bybit,pnl_share_card,"Bybit rocket share card with 'Exit Price' label (closed trade). No date, size or USD PnL shown.",,026_2026-05-11_193350_Screenshot_20260511-213326.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434974102163536
2026-05-12,06:19:25,STABLEUSDT,STABLE,long,25,,0.03459,0.036652,mark,144.12,,,,,,,open,Bybit,pnl_share_card,Bybit rocket share card; price label is 'Current Price' (position open). OCR missed the ROI value; the card clearly shows +144.12%.,TP1 @ 0.03737,027_2026-05-12_061925_Screenshot_20260512-081814.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503597441675558924
2026-05-12,06:49:52,STABLEUSDT,STABLE,long,25,,0.03459,0.03737,close,200.92,,,,,,,closed,Bybit,pnl_share_card,Bybit rocket share card with 'Exit Price' label (closed). Exit 0.037370 equals the TP1 level he had announced (0.03737).,"I accidentally closed 100% here but 0.04 TP is valid, take at least 50% as this is resistance.

@Paladin Notify",028_2026-05-12_064952_Screenshot_20260512-084847.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
2026-05-12,15:11:23,STABLEUSDT,STABLE,long,,,0.03453,0.03884,last,,43.1294,"10,000",,,,,open,MEXC,chart,"MEXC app: dashed green position line at 0.03453 with tag 'PNL +43.1294 | 10,000' (10,000 = contracts/STABLE size). Side inferred from positive PnL with price above the entry line; leverage not shown on the chart. Exit price = Last Price 0.03884 shown at the top. A red 'S' (sell) marker sits on the big green impulse candle near ~0.0378, likely a partial sell / TP fill.","Guys I would like to clarify something since I shared this screenshot it says DEMO, I got like 5 DMs saying I'm trading on DEMO 

It is CFT funded account so it shows demo, I trade on other exchanges with real money.

Even if it's demo are the trades hitting TPs or not? Just wanted to clarify it once.",030_2026-05-12_151123_Screenshot_20260512-170605.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
2026-05-12,15:11:23,STABLEUSDT,STABLE,long,20,,0.03453,0.03886,mark,248.34,43.2294,,,,,,open,MEXC,pnl_share_card,MEXC share card ('0% Liquidity NO.1' graphic). Price label is 'Fair Price' (MEXC's mark price) so the position was still open. PnL shown as +43.2294 USDT. No date shown.,"Guys I would like to clarify something since I shared this screenshot it says DEMO, I got like 5 DMs saying I'm trading on DEMO 

It is CFT funded account so it shows demo, I trade on other exchanges with real money.

Even if it's demo are the trades hitting TPs or not? Just wanted to clarify it once.",031_2026-05-12_151123_Screenshot_20260512-170852.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1503731313855692950
2026-05-13,06:13:16,STABLEUSDT,STABLE,long,20,,,,,231.02,,,,,,,closed,MEXC,pnl_share_card,"Cropped MEXC 'Closed PNL' share card (same layout as the MEXC open-position card). Only header, pair, side, leverage and ROI are visible; entry/close price, USDT PnL and date are cut off. Decorative mini line graphic with green 'B' (buy) and red 'S' (sell) markers on the right.","STABLE hit full TP of 0.04, 20% unleveraged move!

@Paladin Notify",032_2026-05-13_061316_Screenshot_20260513-081109.png,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958280999796848
2026-05-13,12:11:15,SOLUSDT,SOL,long,100,,95.53,95.7,close,17.79,,,,,,,closed,Bybit,pnl_share_card,Bybit rocket share card with 'Exit Price' label (closed). Small move (0.17) amplified by 100x leverage.,"Closing SOL here personally, I want to be on the safe side and keep my streak.

We already have 3 longs and they are running good enough, expect TPs soon InshaAllah!

@Paladin Notify",033_2026-05-13_121115_Screenshot_20260513-140807.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048372351504406
2026-05-14,17:30:30,SOLUSDT,SOL,long,100,,91.05,91.46,close,45.03,,,,,,,closed,Bybit,pnl_share_card,"Bybit rocket share card with 'Exit Price' label (closed). No date, size or USD PnL shown.","Closing SOL and XRP in minor profits 

BTC avg 79.2k with a DCA running in heavy profits 

@Paladin Notify",034_2026-05-14_173030_Screenshot_20260514-192753.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504491099048251594
2026-05-14,17:30:30,XRPUSDT,XRP,long,100,,1.4497,1.4531,close,23.45,,,,,,,closed,Bybit,pnl_share_card,"Bybit rocket share card with 'Exit Price' label (closed). No date, size or USD PnL shown.","Closing SOL and XRP in minor profits 

BTC avg 79.2k with a DCA running in heavy profits 

@Paladin Notify",035_2026-05-14_173030_Screenshot_20260514-192733.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504491099048251594
2026-05-14,17:38:18,BTCUSDT,BTC,long,100,,79284.35,80199.5,mark,108.28,,,,,,,open,Bybit,pnl_share_card,"Bybit rocket share card; price label is 'Current Price' (position open). Entry 79,284.35 is the DCA average he referred to as 'avg 79.2k'.","Holding onto these 🤘🏻
Let's pray we enjoy some fat profits on these!",036_2026-05-14_173818_Screenshot_20260514-193711.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504493064947761242
2026-05-14,17:38:18,ENSUSDT,ENS,long,50,,6.9,7.107,mark,141.91,,,,,,,open,Bybit,pnl_share_card,"Bybit rocket share card; price label is 'Current Price' (position open). No date, size or USD PnL shown.","Holding onto these 🤘🏻
Let's pray we enjoy some fat profits on these!",037_2026-05-14_173818_Screenshot_20260514-193728.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504493064947761242
2026-05-14,18:02:51,BTCUSDT,BTC,long,100,,79284.35,80893.8,close,202.99,,,,,,,closed,Bybit,pnl_share_card,"Bybit rocket share card with 'Exit Price' label (closed). Same entry 79,284.35 as the open card posted ~25 minutes earlier; closed at 80,893.80.","BTC closed at 81k guys, FATASS PROFITS!

Made profits back from both SLs 

@Paladin Notify",040_2026-05-14_180251_Screenshot_20260514-200201.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504499241316253918
2026-05-14,18:03:36,ENSUSDT,ENS,long,50,,6.9,7.171,mark,190.71,,,,,,,open,Bybit,pnl_share_card,Card label is 'Current Price' (position still open when shared). Per the accompanying message he took 50% profit here and told followers they could close completely.,"Took 50% from this too, you can close completely 

@Paladin Notify",041_2026-05-14_180336_Screenshot_20260514-200301.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504499432530509967
2026-05-14,18:13:38,BTCUSDT,BTC,long,30,,79313.4,80926.4,close,61.0,,,,,,,closed,Blofin,pnl_share_card,BloFin standard share card (not the War of Whales template). 'Buy 30X' = long at 30x. Close time printed 2026-05-14 16:09:25.,Man I'm happy not did I survived the dump but mentioned the plan on point!,042_2026-05-14_181338_Screenshot_20260514-201004.png,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1504501955467153569
