exit_reason,exit_price,exit_time_utc,r,mfe_r,mae_r,mfe_time_utc,mae_time_utc,position_id,symbol,side,is_btc,has_tp,his_outcome,his_r,his_exit_type,confidence_rank
target,80000.0,2026-05-12 16:45:00+00:00,1.522,2.4108623548922106,-0.11712271973466026,2026-05-13 16:00:00+00:00,2026-05-10 23:45:00+00:00,BTCUSDT-2026-05-11-short,BTCUSDT,short,True,True,win,0.622,manual_close,3
target,81500.0,2026-05-11 16:00:00+00:00,0.414,0.8377174374204494,-1.5559326827888549,2026-05-11 18:30:00+00:00,2026-05-13 16:00:00+00:00,BTCUSDT-2026-05-11-long,BTCUSDT,long,True,True,win,0.625,manual_close,3
stop,79500.0,2026-05-13 14:00:00+00:00,-1.0,0.666,-1.5241333333333313,2026-05-14 17:00:00+00:00,2026-05-13 16:00:00+00:00,BTCUSDT-2026-05-12-long,BTCUSDT,long,True,False,loss,,stop_loss,3
target,1.5,2026-05-14 17:45:00+00:00,1.012,1.9939637826961734,-0.7907444668008013,2026-05-14 19:00:00+00:00,2026-05-13 15:45:00+00:00,XRPUSDT-2026-05-12-long,XRPUSDT,long,False,True,win,0.068,manual_close,3
stop,2245.0,2026-05-13 15:45:00+00:00,-1.0,0.61833333333333,-1.8635416666666629,2026-05-13 09:30:00+00:00,2026-05-15 14:00:00+00:00,ETHUSDT-2026-05-13-long,ETHUSDT,long,False,True,unknown,,unknown,1
stop,93.5,2026-05-13 12:30:00+00:00,-1.0,0.21674876847290517,-3.47783251231527,2026-05-13 04:30:00+00:00,2026-05-15 14:00:00+00:00,SOLUSDT-2026-05-13-long,SOLUSDT,long,False,True,win,0.084,manual_close,3
stop,77900.0,2026-05-16 09:15:00+00:00,-1.0,1.9609564055332702,-1.2154079531910253,2026-05-14 17:00:00+00:00,2026-05-16 10:15:00+00:00,BTCUSDT-2026-05-13-long,BTCUSDT,long,True,True,win,1.163,manual_close,3
stop,87.5,2026-05-16 07:00:00+00:00,-1.0,0.729577464788734,-1.580281690140846,2026-05-14 16:00:00+00:00,2026-05-16 10:15:00+00:00,SOLUSDT-2026-05-14-long,SOLUSDT,long,False,False,win,0.115,manual_close,3
timeout,6.461,2026-05-17 07:30:00+00:00,-0.732,0.6066666666666659,-0.9716666666666661,2026-05-14 17:45:00+00:00,2026-05-16 10:15:00+00:00,ENSUSDT-2026-05-14-long,ENSUSDT,long,False,True,win,0.392,manual_close,3
stop,79500.0,2026-05-15 13:30:00+00:00,-1.0,0.34,-2.054555555555554,2026-05-14 18:15:00+00:00,2026-05-16 10:15:00+00:00,BTCUSDT-2026-05-14-long,BTCUSDT,long,True,True,loss,,stop_loss,3
stop,0.089,2026-05-17 23:30:00+00:00,-1.0,0.15517241379310312,-1.1931034482758613,2026-05-15 00:30:00+00:00,2026-05-17 23:30:00+00:00,HBARUSDT-2026-05-15-long,HBARUSDT,long,False,True,loss,,stop_loss,2
stop,2145.0,2026-05-17 23:30:00+00:00,-1.0,0.839566585110097,-3.4725620412443017,2026-05-17 10:15:00+00:00,2026-05-18 18:15:00+00:00,ETHUSDT-2026-05-16-long,ETHUSDT,long,False,False,breakeven,,breakeven,2
stop,77700.0,2026-05-16 10:15:00+00:00,-1.0,1.8810000000000098,-6.619333333333343,2026-05-17 10:15:00+00:00,2026-05-18 15:30:00+00:00,BTCUSDT-2026-05-16-long,BTCUSDT,long,True,False,unknown,,unknown,1
stop,76900.0,2026-05-17 23:30:00+00:00,-1.0,0.45824936475948364,-1.7761324805046883,2026-05-17 10:15:00+00:00,2026-05-18 15:30:00+00:00,BTCUSDT-2026-05-16-long-2,BTCUSDT,long,True,False,unknown,,unknown,1
timeout,77929.1,2026-05-21 00:45:00+00:00,0.938,1.0318847244577343,-0.5292404384149625,2026-05-21 00:45:00+00:00,2026-05-18 15:30:00+00:00,BTCUSDT-2026-05-18-long,BTCUSDT,long,True,False,win,0.86,manual_close,3
target,0.00064,2026-05-19 07:00:00+00:00,0.576,0.7664756446991389,-0.31518624641833926,2026-05-19 08:00:00+00:00,2026-05-18 18:45:00+00:00,BOMEUSDT-2026-05-18-long,BOMEUSDT,long,False,True,win,,take_profit,2
target,580.0,2026-05-19 17:45:00+00:00,0.83,3.479141253964381,-0.012442059038789723,2026-05-20 19:45:00+00:00,2026-05-18 19:15:00+00:00,ZECUSDT-2026-05-18-long,ZECUSDT,long,False,True,win,1.122,take_profit,3
timeout,1.1026,2026-05-22 07:45:00+00:00,0.451,1.4153605015673936,-0.7115987460815055,2026-05-21 18:30:00+00:00,2026-05-20 00:30:00+00:00,SUIUSDT-2026-05-19-long,SUIUSDT,long,False,False,win,1.038,take_profit,3
target,78000.0,2026-05-21 17:30:00+00:00,0.53,0.5658036371876912,-1.6211546088040285,2026-05-21 17:45:00+00:00,2026-05-23 07:45:00+00:00,BTCUSDT-2026-05-21-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,0.3,2026-05-22 15:30:00+00:00,0.842,1.5368421052631611,-1.347368421052632,2026-05-24 13:45:00+00:00,2026-05-23 07:45:00+00:00,WLDUSDT-2026-05-22-long,WLDUSDT,long,False,True,win,,take_profit,2
stop,0.0836,2026-05-22 19:30:00+00:00,-1.0,0.29629629629629695,-2.222222222222221,2026-05-22 13:00:00+00:00,2026-05-23 07:45:00+00:00,XPLUSDT-2026-05-22-long,XPLUSDT,long,False,True,loss,,stop_loss,2
stop,9.13,2026-05-22 23:45:00+00:00,-1.0,0.04783599088838045,-1.6765375854214135,2026-05-23 21:00:00+00:00,2026-05-23 08:30:00+00:00,AVAXUSDT-2026-05-22-long,AVAXUSDT,long,False,True,loss,,stop_loss,2
stop,1.39,2026-05-23 10:15:00+00:00,-1.0,3.279024390243909,-2.3560975609756123,2026-05-26 03:15:00+00:00,2026-05-24 02:15:00+00:00,BEATUSDT-2026-05-23-short,BEATUSDT,short,False,True,win,,breakeven,3
target,0.00369,2026-05-24 12:45:00+00:00,1.192,2.7653846153846176,-0.5307692307692315,2026-05-26 03:45:00+00:00,2026-05-25 14:00:00+00:00,JCTUSDT-2026-05-23-short,JCTUSDT,short,False,True,win,,unknown,1
target,56.4,2026-05-23 14:45:00+00:00,1.291,8.986251145737848,-0.4720439963336389,2026-05-24 19:00:00+00:00,2026-05-23 12:15:00+00:00,HYPEUSDT-2026-05-23-long,HYPEUSDT,long,False,True,win,,manual_close,3
target,1.05,2026-05-23 16:30:00+00:00,0.946,1.9377431906614726,-0.13813229571984612,2026-05-23 21:00:00+00:00,2026-05-23 08:30:00+00:00,SUIUSDT-2026-05-23-long,SUIUSDT,long,False,True,win,1.704,take_profit,3
target,76600.0,2026-05-23 20:30:00+00:00,0.468,0.9608634725744066,0.02021887094621843,2026-05-26 14:15:00+00:00,2026-05-23 14:30:00+00:00,BTCUSDT-2026-05-23-long,BTCUSDT,long,True,True,win,0.471,manual_close,3
target,1.0,2026-05-23 20:30:00+00:00,0.714,1.5238095238095248,-0.3809523809523799,2026-05-26 14:15:00+00:00,2026-05-24 21:30:00+00:00,FILUSDT-2026-05-23-long,FILUSDT,long,False,True,win,0.714,take_profit,3
target,78000.0,2026-05-26 14:15:00+00:00,0.452,0.48010600450156,-0.5361213969360342,2026-05-26 14:15:00+00:00,2026-05-27 04:30:00+00:00,BTCUSDT-2026-05-24-long,BTCUSDT,long,True,True,win,0.418,take_profit,3
timeout,0.3072,2026-05-28 09:00:00+00:00,0.22,5.035874439461887,-0.17040358744394743,2026-05-26 12:30:00+00:00,2026-05-25 12:00:00+00:00,WLDUSDT-2026-05-25-long,WLDUSDT,long,False,False,win,0.794,take_profit,3
stop,268.0,2026-05-27 18:00:00+00:00,-1.0,1.7068366164542323,-2.6871378910776373,2026-05-26 14:15:00+00:00,2026-05-28 14:00:00+00:00,TAOUSDT-2026-05-26-long,TAOUSDT,long,False,True,loss,,stop_loss,3
stop,2.13,2026-05-27 21:30:00+00:00,-1.0,0.5024630541871907,-1.9852216748768456,2026-05-26 14:30:00+00:00,2026-05-28 14:00:00+00:00,RENDERUSDT-2026-05-26-long,RENDERUSDT,long,False,False,loss,,stop_loss,2
stop,73500.0,2026-05-28 03:15:00+00:00,-1.0,0.10645833333333334,-1.4433333333333334,2026-05-27 12:15:00+00:00,2026-05-29 14:15:00+00:00,BTCUSDT-2026-05-27-long,BTCUSDT,long,True,True,loss,,stop_loss,2
timeout,74165.9,2026-05-31 04:30:00+00:00,0.898,1.0093760953382507,-0.6179460217315097,2026-05-29 17:15:00+00:00,2026-05-29 14:15:00+00:00,BTCUSDT-2026-05-28-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,2020.0,2026-05-28 17:30:00+00:00,0.831,1.511116923881767,-0.3363850379283317,2026-05-29 15:30:00+00:00,2026-05-29 14:15:00+00:00,ETHUSDT-2026-05-28-long,ETHUSDT,long,False,True,win,,unknown,2
target,0.2386,2026-05-30 02:00:00+00:00,0.518,0.6144578313253003,-0.5662650602409649,2026-05-30 03:00:00+00:00,2026-05-29 14:30:00+00:00,ADAUSDT-2026-05-28-long,ADAUSDT,long,False,True,win,0.506,take_profit,3
stop,2.392,2026-05-29 21:45:00+00:00,-1.0,0.42857142857142855,-2.089285714285712,2026-05-29 16:45:00+00:00,2026-05-31 19:15:00+00:00,NEARUSDT-2026-05-29-long,NEARUSDT,long,False,False,not_taken,,not_taken,1
timeout,0.0922,2026-06-02 05:45:00+00:00,0.056,0.7638888888888864,-0.847222222222222,2026-06-02 04:00:00+00:00,2026-06-01 08:15:00+00:00,XPLUSDT-2026-05-30-long,XPLUSDT,long,False,False,win,0.556,take_profit,3
stop,78.0,2026-06-02 14:15:00+00:00,-1.0,0.08528784648187758,-2.234541577825162,2026-05-31 13:15:00+00:00,2026-06-03 03:45:00+00:00,SOLUSDT-2026-05-31-long,SOLUSDT,long,False,True,loss,,stop_loss,2
target,0.719,2026-06-01 17:30:00+00:00,0.714,0.7142857142857119,-3.8030888030887993,2026-06-01 17:30:00+00:00,2026-06-04 02:00:00+00:00,RAYUSDT-2026-06-01-long,RAYUSDT,long,False,True,win,0.475,manual_close,2
stop,652.0,2026-06-02 22:45:00+00:00,-1.0,1.0416496529195582,-3.5998366680277636,2026-06-01 20:15:00+00:00,2026-06-04 10:45:00+00:00,BNBUSDT-2026-06-01-long,BNBUSDT,long,False,False,win,,take_profit,2
stop,70000.0,2026-06-02 06:45:00+00:00,-1.0,0.18060598059278293,-6.713380421149931,2026-06-01 17:45:00+00:00,2026-06-04 02:00:00+00:00,BTCUSDT-2026-06-01-long,BTCUSDT,long,True,True,breakeven,0.024,manual_close,3
stop,0.249,2026-06-02 19:15:00+00:00,-1.0,0.05555555555555555,-2.5962962962962948,2026-06-02 08:30:00+00:00,2026-06-05 02:45:00+00:00,FETUSDT-2026-06-02-long,FETUSDT,long,False,True,unknown,,unknown,1
stop,66500.0,2026-06-02 19:30:00+00:00,-1.0,0.1449655172413773,-2.8732413793103455,2026-06-02 09:00:00+00:00,2026-06-05 06:15:00+00:00,BTCUSDT-2026-06-02-long,BTCUSDT,long,True,True,unknown,,unknown,1
stop,0.0632,2026-06-02 22:45:00+00:00,-1.0,0.2973684210526297,-5.192105263157899,2026-06-02 14:45:00+00:00,2026-06-05 14:00:00+00:00,SEIUSDT-2026-06-02-long,SEIUSDT,long,False,True,unknown,,unknown,1
target,2.9,2026-06-03 08:30:00+00:00,1.207,2.075117370892023,-3.9859154929577523,2026-06-03 15:15:00+00:00,2026-06-05 16:00:00+00:00,NEARUSDT-2026-06-02-long,NEARUSDT,long,False,True,win,1.192,take_profit,3
stop,64400.0,2026-06-03 23:00:00+00:00,-1.0,0.05103448275862069,-2.8344827586206898,2026-06-03 10:00:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-03-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,18.0,2026-06-03 17:00:00+00:00,1.707,2.1431353456669933,-0.1869522882181113,2026-06-03 22:30:00+00:00,2026-06-03 11:45:00+00:00,DEXEUSDT-2026-06-03-short,DEXEUSDT,short,False,True,win,1.449,manual_close,3
target,0.04,2026-06-03 19:00:00+00:00,0.5,0.5525000000000013,-1.9975000000000018,2026-06-03 19:00:00+00:00,2026-06-05 06:15:00+00:00,PHAUSDT-2026-06-03-long,PHAUSDT,long,False,True,win,,unknown,2
stop,60000.0,2026-06-05 16:00:00+00:00,-1.0,0.5318832616916083,-1.2973400988979027,2026-06-04 04:15:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-04-long-a,BTCUSDT,long,True,False,win,0.319,manual_close,3
timeout,62481.2,2026-06-07 10:15:00+00:00,-0.062,0.47221922828195767,-0.9784436300926924,2026-06-04 14:00:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-04-long-b,BTCUSDT,long,True,False,win,0.239,manual_close,3
timeout,20.616,2026-06-08 03:45:00+00:00,0.007,0.8947368421052623,-0.9615384615384613,2026-06-05 22:30:00+00:00,2026-06-08 02:00:00+00:00,DEXEUSDT-2026-06-05-short,DEXEUSDT,short,False,True,loss,,stop_loss,2
stop,59500.0,2026-06-05 18:45:00+00:00,-1.0,0.6964285714285714,-1.15,2026-06-07 22:15:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-05-long,BTCUSDT,long,True,False,win,0.643,take_profit,3
target,61500.0,2026-06-09 14:30:00+00:00,0.683,1.0227597812368525,-0.4444678165755154,2026-06-10 09:15:00+00:00,2026-06-08 15:15:00+00:00,BTCUSDT-2026-06-08-short,BTCUSDT,short,True,True,win,0.22,manual_close,3
stop,4.58,2026-06-09 10:45:00+00:00,-1.0,2.1863157894736847,-16.804473684210528,2026-06-09 07:30:00+00:00,2026-06-11 21:15:00+00:00,BEATUSDT-2026-06-09-short,BEATUSDT,short,False,False,loss,-1.0,stop_loss,3
timeout,63483.2,2026-06-12 14:30:00+00:00,0.718,0.8723793103448281,-0.24417241379310295,2026-06-12 09:30:00+00:00,2026-06-10 09:15:00+00:00,BTCUSDT-2026-06-09-long,BTCUSDT,long,True,False,win,0.069,manual_close,3
stop,5.1,2026-06-10 06:30:00+00:00,-1.0,0.4887500000000007,-17.174750000000024,2026-06-10 06:00:00+00:00,2026-06-12 16:45:00+00:00,BEATUSDT-2026-06-09-short-2,BEATUSDT,short,False,True,unknown,,unknown,2
stop,0.468,2026-06-12 16:00:00+00:00,-1.0,1.395348837209301,-1.1493023255813948,2026-06-11 07:00:00+00:00,2026-06-12 16:00:00+00:00,ALLOUSDT-2026-06-10-short,ALLOUSDT,short,False,True,loss,-1.0,stop_loss,3
target,63000.0,2026-06-11 08:45:00+00:00,0.731,1.2548461538461533,-0.1569615384615379,2026-06-12 15:15:00+00:00,2026-06-10 09:15:00+00:00,BTCUSDT-2026-06-10-long-a,BTCUSDT,long,True,True,win,0.615,manual_close,3
target,5.5,2026-06-11 22:30:00+00:00,1.059,1.4617647058823533,-0.7558823529411758,2026-06-12 02:45:00+00:00,2026-06-10 23:15:00+00:00,INJUSDT-2026-06-10-long,INJUSDT,long,False,True,win,0.412,manual_close,3
stop,0.45,2026-06-10 16:00:00+00:00,-1.0,1.1323529411764708,-1.7323529411764722,2026-06-10 13:45:00+00:00,2026-06-10 21:00:00+00:00,WLDUSDT-2026-06-10-long,WLDUSDT,long,False,True,loss,-1.0,stop_loss,3
target,63000.0,2026-06-11 08:45:00+00:00,0.25,0.6758124999999996,-0.35356250000000045,2026-06-12 15:15:00+00:00,2026-06-10 22:15:00+00:00,BTCUSDT-2026-06-10-long-b,BTCUSDT,long,True,True,win,0.5,manual_close,3
target,68.0,2026-06-12 15:00:00+00:00,1.424,1.8939393939393956,0.021212121212121317,2026-06-13 21:45:00+00:00,2026-06-11 00:15:00+00:00,SOLUSDT-2026-06-11-long,SOLUSDT,long,False,True,win,1.194,manual_close,2
target,64900.0,2026-06-14 21:15:00+00:00,0.478,0.8460505104782394,-0.15347931219774322,2026-06-15 03:45:00+00:00,2026-06-12 13:30:00+00:00,BTCUSDT-2026-06-12-long,BTCUSDT,long,True,True,win,0.26,manual_close,2
target,64500.0,2026-06-13 21:30:00+00:00,0.5,1.877699999999997,-0.07,2026-06-15 15:45:00+00:00,2026-06-13 03:15:00+00:00,BTCUSDT-2026-06-13-long,BTCUSDT,long,True,True,win,0.35,manual_close,3
timeout,1.736,2026-06-17 07:15:00+00:00,-0.155,0.6645962732919275,-0.3664596273291926,2026-06-15 15:45:00+00:00,2026-06-17 00:00:00+00:00,RENDERUSDT-2026-06-14-long,RENDERUSDT,long,False,True,win,0.112,manual_close,3
target,0.04169,2026-06-15 14:30:00+00:00,0.925,1.1071428571428552,-0.5178571428571421,2026-06-15 14:45:00+00:00,2026-06-14 20:00:00+00:00,PYTHUSDT-2026-06-14-long,PYTHUSDT,long,False,True,win,126.036,manual_close,2
timeout,64652.3,2026-06-18 02:45:00+00:00,0.86,1.288222222222224,-0.5863333333333302,2026-06-17 22:00:00+00:00,2026-06-15 15:45:00+00:00,BTCUSDT-2026-06-15-short,BTCUSDT,short,True,False,win,,take_profit,3
target,480.0,2026-06-16 14:30:00+00:00,2.5,4.486500000000001,-0.22049999999999842,2026-06-18 16:30:00+00:00,2026-06-16 08:45:00+00:00,ZECUSDT-2026-06-15-short,ZECUSDT,short,False,True,not_taken,,not_taken,3
stop,320.0,2026-06-18 19:00:00+00:00,-1.0,0.6408108108108103,-1.0186486486486486,2026-06-15 21:00:00+00:00,2026-06-18 19:00:00+00:00,XMRUSDT-2026-06-15-long,XMRUSDT,long,False,True,unknown,,unknown,1
timeout,0.6012,2026-06-19 11:00:00+00:00,-0.593,0.7608453837597334,-0.6829810901001115,2026-06-17 01:45:00+00:00,2026-06-19 10:45:00+00:00,WLDUSDT-2026-06-16-long,WLDUSDT,long,False,True,unknown,,unknown,1
target,0.0142,2026-06-17 08:30:00+00:00,1.249,1.550295857988169,-0.5147928994082844,2026-06-17 10:15:00+00:00,2026-06-18 11:00:00+00:00,PORTALUSDT-2026-06-16-short,PORTALUSDT,short,False,True,win,,manual_close,3
stop,0.0797,2026-06-17 08:45:00+00:00,-1.0,0.745098039215686,-1.7124183006535891,2026-06-17 16:15:00+00:00,2026-06-18 15:45:00+00:00,HBARUSDT-2026-06-17-long,HBARUSDT,long,False,True,loss,,stop_loss,3
stop,62800.0,2026-06-18 15:30:00+00:00,-1.0,0.8689388071262573,-1.2932610379550744,2026-06-17 16:15:00+00:00,2026-06-18 15:45:00+00:00,BTCUSDT-2026-06-17-long,BTCUSDT,long,True,True,breakeven,-0.019,breakeven,3
stop,0.268,2026-06-18 15:30:00+00:00,-1.0,0.3950000000000016,-1.1900000000000017,2026-06-17 16:15:00+00:00,2026-06-18 17:15:00+00:00,LDOUSDT-2026-06-17-long,LDOUSDT,long,False,True,unknown,,unknown,1
stop,62800.0,2026-06-18 15:30:00+00:00,-1.0,1.2829470771359315,-1.654790729851262,2026-06-18 01:00:00+00:00,2026-06-18 15:45:00+00:00,BTCUSDT-2026-06-17-long-2,BTCUSDT,long,True,True,win,0.295,manual_close,2
stop,1705.0,2026-06-18 15:30:00+00:00,-1.0,0.054888888888889494,-1.7653333333333345,2026-06-18 10:45:00+00:00,2026-06-18 17:15:00+00:00,ETHUSDT-2026-06-18-long,ETHUSDT,long,False,True,loss,-1.0,stop_loss,3
stop,12.8,2026-06-19 19:00:00+00:00,-1.0,1.0795415074678705,-1.6248697464397366,2026-06-19 02:45:00+00:00,2026-06-20 02:45:00+00:00,LABUSDT-2026-06-18-long,LABUSDT,long,False,False,win,0.809,manual_close,2
target,64000.0,2026-06-20 14:45:00+00:00,0.376,0.5990566037735849,-0.31713836477987534,2026-06-21 04:30:00+00:00,2026-06-19 03:15:00+00:00,BTCUSDT-2026-06-18-long,BTCUSDT,long,True,True,win,0.764,take_profit,3
stop,61000.0,2026-06-24 14:15:00+00:00,-1.0,0.41182608695652045,-2.291304347826087,2026-06-23 02:45:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-23-long,BTCUSDT,long,True,False,loss,,stop_loss,3
stop,0.1969,2026-06-24 17:45:00+00:00,-1.0,1.3040935672514624,-1.1695906432748528,2026-06-26 17:45:00+00:00,2026-06-24 18:00:00+00:00,JUPUSDT-2026-06-24-long,JUPUSDT,long,False,True,loss,,stop_loss,3
target,61000.0,2026-06-24 20:45:00+00:00,1.042,1.5847867934433828,-0.690835909700753,2026-06-25 07:30:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-24-long,BTCUSDT,long,True,True,win,1.11,take_profit,3
timeout,0.0001218,2026-06-28 12:00:00+00:00,0.582,0.6915422885572139,-0.4079601990049756,2026-06-28 11:45:00+00:00,2026-06-25 13:45:00+00:00,TOSHIUSDT-2026-06-25-long,TOSHIUSDT,long,False,True,win,,unknown,2
stop,58600.0,2026-06-25 13:45:00+00:00,-1.0,0.04945158493837565,-1.214843013832875,2026-06-25 12:45:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-25-long,BTCUSDT,long,True,False,breakeven,0.007,breakeven,3
timeout,60044.5,2026-06-28 13:45:00+00:00,0.546,0.8822427763338917,-0.14065127656321655,2026-06-27 15:30:00+00:00,2026-06-25 14:00:00+00:00,BTCUSDT-2026-06-25-long-2,BTCUSDT,long,True,False,win,0.185,manual_close,2
timeout,59662.2,2026-06-29 05:15:00+00:00,-0.086,0.7029374999999982,-0.8825,2026-06-27 15:30:00+00:00,2026-06-26 13:15:00+00:00,BTCUSDT-2026-06-26-long,BTCUSDT,long,True,True,breakeven,0.0,breakeven,3
timeout,2.77,2026-06-30 03:15:00+00:00,0.283,0.5483333333333328,-0.9866666666666667,2026-06-29 16:00:00+00:00,2026-06-27 09:45:00+00:00,BEATUSDT-2026-06-27-long,BEATUSDT,long,False,False,win,,manual_close,3
timeout,59832.9,2026-06-30 03:15:00+00:00,-0.052,0.2889687499999991,-0.359375,2026-06-27 15:30:00+00:00,2026-06-29 02:00:00+00:00,BTCUSDT-2026-06-27-long,BTCUSDT,long,True,True,not_taken,,not_taken,3
timeout,59999.6,2026-07-01 23:45:00+00:00,-0.007,0.5498497678230001,-0.33500533882943034,2026-07-01 01:00:00+00:00,2026-07-01 22:15:00+00:00,BTCUSDT-2026-06-29-short,BTCUSDT,short,True,True,win,0.163,manual_close,2
timeout,62029.6,2026-07-03 13:00:00+00:00,1.621,1.689598389900287,-0.3328149300155519,2026-07-02 14:15:00+00:00,2026-07-01 01:00:00+00:00,BTCUSDT-2026-06-30-long,BTCUSDT,long,True,False,win,0.212,manual_close,2
stop,62.7,2026-07-01 10:45:00+00:00,-1.0,2.4514285714285764,-1.4795238095238132,2026-07-03 13:45:00+00:00,2026-07-02 00:30:00+00:00,HYPEUSDT-2026-06-30-long,HYPEUSDT,long,False,True,loss,,stop_loss,3
timeout,62142.9,2026-07-03 14:45:00+00:00,2.747,2.8405332556276046,-0.44736650397027744,2026-07-03 13:45:00+00:00,2026-07-01 01:00:00+00:00,BTCUSDT-2026-06-30-long-2,BTCUSDT,long,True,False,win,0.426,manual_close,3
timeout,0.236,2026-07-04 14:00:00+00:00,0.062,0.30030959752321945,-0.4767801857585148,2026-07-01 20:15:00+00:00,2026-07-02 13:15:00+00:00,JUPUSDT-2026-07-01-short,JUPUSDT,short,False,False,win,0.068,manual_close,3
stop,61000.0,2026-07-01 22:15:00+00:00,-1.0,0.5210526315789473,-3.178526315789472,2026-07-02 00:30:00+00:00,2026-07-04 15:00:00+00:00,BTCUSDT-2026-07-01-short,BTCUSDT,short,True,True,loss,-1.0,stop_loss,3
stop,1690.0,2026-07-02 13:15:00+00:00,-1.0,0.4428571428571461,-5.214285714285714,2026-07-02 12:30:00+00:00,2026-07-04 17:45:00+00:00,ETHUSDT-2026-07-02-short,ETHUSDT,short,False,True,loss,,stop_loss,2
stop,1735.0,2026-07-03 08:30:00+00:00,-1.0,0.513939393939395,-3.212121212121212,2026-07-02 16:15:00+00:00,2026-07-04 17:45:00+00:00,ETHUSDT-2026-07-02-short-2,ETHUSDT,short,False,False,breakeven,0.08,breakeven,3
target,1.1269,2026-07-03 18:30:00+00:00,0.605,1.4688922610015158,-0.07435508345978603,2026-07-04 17:45:00+00:00,2026-07-03 00:30:00+00:00,XRPUSDT-2026-07-03-long,XRPUSDT,long,False,True,win,0.607,take_profit,2
stop,1800.0,2026-07-04 17:45:00+00:00,-1.0,0.7853585657370493,-1.821713147410357,2026-07-06 13:30:00+00:00,2026-07-06 21:00:00+00:00,ETHUSDT-2026-07-04-short,ETHUSDT,short,False,True,unknown,,unknown,2
timeout,213.33,2026-07-07 11:15:00+00:00,0.082,0.6342376052385409,-0.5968194574368566,2026-07-04 17:30:00+00:00,2026-07-06 12:00:00+00:00,TAOUSDT-2026-07-04-long,TAOUSDT,long,False,False,win,0.553,manual_close,3
stop,492.6,2026-07-07 15:45:00+00:00,-1.0,1.3079497907949769,-1.8112970711297054,2026-07-06 12:00:00+00:00,2026-07-07 16:15:00+00:00,ZECUSDT-2026-07-04-short,ZECUSDT,short,False,False,win,0.655,take_profit,3
