exit_reason,exit_price,exit_time_utc,r,mfe_r,mae_r,mfe_time_utc,mae_time_utc,position_id,symbol,side,is_btc,has_tp,his_outcome,his_r,his_exit_type,confidence_rank
target,0.00064,2026-05-19 07:00:00+00:00,0.59,0.7817919075144496,-0.3092485549132958,2026-05-19 08:00:00+00:00,2026-05-18 18:45:00+00:00,BOMEUSDT-2026-05-18-long,BOMEUSDT,long,False,True,win,,take_profit,2
target,580.0,2026-05-19 17:45:00+00:00,0.738,3.253938832252089,-0.06209453197404893,2026-05-20 19:45:00+00:00,2026-05-18 19:15:00+00:00,ZECUSDT-2026-05-18-long,ZECUSDT,long,False,True,win,1.122,take_profit,3
timeout,1.1026,2026-05-22 07:45:00+00:00,0.212,1.0170157068062808,-0.7591623036649219,2026-05-21 18:30:00+00:00,2026-05-20 00:30:00+00:00,SUIUSDT-2026-05-19-long,SUIUSDT,long,False,False,win,1.038,take_profit,3
target,78000.0,2026-05-21 17:30:00+00:00,0.415,0.44807712459394033,-1.5744524782563087,2026-05-21 17:45:00+00:00,2026-05-23 07:45:00+00:00,BTCUSDT-2026-05-21-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,0.3,2026-05-22 15:30:00+00:00,0.707,1.3512195121951245,-1.3219512195121954,2026-05-24 13:45:00+00:00,2026-05-23 07:45:00+00:00,WLDUSDT-2026-05-22-long,WLDUSDT,long,False,True,win,,take_profit,2
stop,0.0836,2026-05-22 19:30:00+00:00,-1.0,0.29629629629629695,-2.222222222222221,2026-05-22 13:00:00+00:00,2026-05-23 07:45:00+00:00,XPLUSDT-2026-05-22-long,XPLUSDT,long,False,True,loss,,stop_loss,2
stop,9.13,2026-05-22 23:45:00+00:00,-1.0,0.11922141119221298,-1.7226277372262795,2026-05-23 21:00:00+00:00,2026-05-23 08:30:00+00:00,AVAXUSDT-2026-05-22-long,AVAXUSDT,long,False,True,loss,,stop_loss,2
stop,1.39,2026-05-23 10:15:00+00:00,-1.0,1.74468085106383,-1.8698372966207764,2026-05-26 03:15:00+00:00,2026-05-24 02:15:00+00:00,BEATUSDT-2026-05-23-short,BEATUSDT,short,False,True,win,,breakeven,3
target,0.00369,2026-05-24 12:45:00+00:00,0.492,1.56282722513089,-0.6806282722513096,2026-05-26 03:45:00+00:00,2026-05-25 14:00:00+00:00,JCTUSDT-2026-05-23-short,JCTUSDT,short,False,True,win,,unknown,1
target,56.4,2026-05-23 14:45:00+00:00,0.456,5.345369831100763,-0.6645311589982522,2026-05-24 19:00:00+00:00,2026-05-23 12:15:00+00:00,HYPEUSDT-2026-05-23-long,HYPEUSDT,long,False,True,win,,manual_close,3
target,1.05,2026-05-23 16:30:00+00:00,0.965,1.966601178781929,-0.1296660117878182,2026-05-23 21:00:00+00:00,2026-05-23 08:30:00+00:00,SUIUSDT-2026-05-23-long,SUIUSDT,long,False,True,win,1.704,take_profit,3
target,76600.0,2026-05-23 20:30:00+00:00,0.422,0.8990855333311828,-0.011923611335507227,2026-05-26 14:15:00+00:00,2026-05-23 14:30:00+00:00,BTCUSDT-2026-05-23-long,BTCUSDT,long,True,True,win,0.471,manual_close,3
target,1.0,2026-05-23 20:30:00+00:00,0.714,1.5238095238095248,-0.3809523809523799,2026-05-26 14:15:00+00:00,2026-05-24 21:30:00+00:00,FILUSDT-2026-05-23-long,FILUSDT,long,False,True,win,0.714,take_profit,3
target,78000.0,2026-05-26 14:15:00+00:00,0.456,0.48371483678445887,-0.5349903562720603,2026-05-26 14:15:00+00:00,2026-05-27 04:30:00+00:00,BTCUSDT-2026-05-24-long,BTCUSDT,long,True,True,win,0.418,take_profit,3
timeout,0.3072,2026-05-28 09:00:00+00:00,0.119,4.539094650205764,-0.2386831275720177,2026-05-26 12:30:00+00:00,2026-05-25 12:00:00+00:00,WLDUSDT-2026-05-25-long,WLDUSDT,long,False,False,win,0.794,take_profit,3
stop,268.0,2026-05-27 18:00:00+00:00,-1.0,0.19305413687436326,-1.7436159346271713,2026-05-26 14:15:00+00:00,2026-05-28 14:00:00+00:00,TAOUSDT-2026-05-26-long,TAOUSDT,long,False,True,loss,,stop_loss,3
stop,2.13,2026-05-27 21:30:00+00:00,-1.0,0.3090128755364808,-1.8583690987124457,2026-05-26 14:30:00+00:00,2026-05-28 14:00:00+00:00,RENDERUSDT-2026-05-26-long,RENDERUSDT,long,False,False,loss,,stop_loss,2
stop,73500.0,2026-05-28 03:15:00+00:00,-1.0,0.10250768081042663,-1.4417503944199939,2026-05-27 12:15:00+00:00,2026-05-29 14:15:00+00:00,BTCUSDT-2026-05-27-long,BTCUSDT,long,True,True,loss,,stop_loss,2
timeout,74165.9,2026-05-31 04:30:00+00:00,0.883,0.9940000000000051,-0.6208695652173913,2026-05-29 17:15:00+00:00,2026-05-29 14:15:00+00:00,BTCUSDT-2026-05-28-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,2020.0,2026-05-28 17:30:00+00:00,0.763,1.4181360201511308,-0.3609571788413133,2026-05-29 15:30:00+00:00,2026-05-29 14:15:00+00:00,ETHUSDT-2026-05-28-long,ETHUSDT,long,False,True,win,,unknown,2
target,0.2386,2026-05-30 02:00:00+00:00,0.556,0.6543209876543212,-0.5555555555555564,2026-05-30 03:00:00+00:00,2026-05-29 14:30:00+00:00,ADAUSDT-2026-05-28-long,ADAUSDT,long,False,True,win,0.506,take_profit,3
stop,2.392,2026-05-29 21:45:00+00:00,-1.0,0.11627906976744129,-1.8511627906976724,2026-05-29 16:45:00+00:00,2026-05-31 19:15:00+00:00,NEARUSDT-2026-05-29-long,NEARUSDT,long,False,False,not_taken,,not_taken,1
timeout,0.0922,2026-06-02 05:45:00+00:00,0.07,0.7887323943661954,-0.8450704225352109,2026-06-02 04:00:00+00:00,2026-06-01 08:15:00+00:00,XPLUSDT-2026-05-30-long,XPLUSDT,long,False,False,win,0.556,take_profit,3
stop,78.0,2026-06-02 14:15:00+00:00,-1.0,0.07157894736842177,-2.218947368421054,2026-05-31 13:15:00+00:00,2026-06-03 03:45:00+00:00,SOLUSDT-2026-05-31-long,SOLUSDT,long,False,True,loss,,stop_loss,2
target,0.719,2026-06-01 17:30:00+00:00,0.682,0.681818181818183,-3.750000000000002,2026-06-01 17:30:00+00:00,2026-06-04 02:00:00+00:00,RAYUSDT-2026-06-01-long,RAYUSDT,long,False,True,win,0.475,manual_close,2
stop,652.0,2026-06-02 22:45:00+00:00,-1.0,0.8539117538005172,-3.360771227289577,2026-06-01 20:15:00+00:00,2026-06-04 10:45:00+00:00,BNBUSDT-2026-06-01-long,BNBUSDT,long,False,False,win,,take_profit,2
stop,70000.0,2026-06-02 06:45:00+00:00,-1.0,0.055411306503005936,-6.1075179983476735,2026-06-01 17:45:00+00:00,2026-06-04 02:00:00+00:00,BTCUSDT-2026-06-01-long,BTCUSDT,long,True,True,breakeven,0.024,manual_close,3
stop,0.249,2026-06-02 19:15:00+00:00,-1.0,0.2025316455696214,-2.818565400843882,2026-06-02 08:30:00+00:00,2026-06-05 02:45:00+00:00,FETUSDT-2026-06-02-long,FETUSDT,long,False,True,unknown,,unknown,1
stop,66500.0,2026-06-02 19:30:00+00:00,-1.0,0.00789218067022828,-2.6489800874210814,2026-06-02 09:00:00+00:00,2026-06-05 06:15:00+00:00,BTCUSDT-2026-06-02-long,BTCUSDT,long,True,True,unknown,,unknown,1
stop,0.0632,2026-06-02 22:45:00+00:00,-1.0,0.31117021276595497,-5.236702127659576,2026-06-02 14:45:00+00:00,2026-06-05 14:00:00+00:00,SEIUSDT-2026-06-02-long,SEIUSDT,long,False,True,unknown,,unknown,1
target,2.9,2026-06-03 08:30:00+00:00,1.282,2.1796116504854366,-4.0873786407767,2026-06-03 15:15:00+00:00,2026-06-05 16:00:00+00:00,NEARUSDT-2026-06-02-long,NEARUSDT,long,False,True,win,1.192,take_profit,3
stop,64400.0,2026-06-03 23:00:00+00:00,-1.0,0.05437941054379304,-2.840321018403208,2026-06-03 10:00:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-03-long,BTCUSDT,long,True,True,loss,,stop_loss,2
target,18.0,2026-06-03 17:00:00+00:00,1.805,2.25731584258325,-0.15741675075681194,2026-06-03 22:30:00+00:00,2026-06-03 11:45:00+00:00,DEXEUSDT-2026-06-03-short,DEXEUSDT,short,False,True,win,1.449,manual_close,3
target,0.04,2026-06-03 19:00:00+00:00,0.339,0.386160714285715,-1.8906250000000013,2026-06-03 19:00:00+00:00,2026-06-05 06:15:00+00:00,PHAUSDT-2026-06-03-long,PHAUSDT,long,False,True,win,,unknown,2
stop,60000.0,2026-06-05 16:00:00+00:00,-1.0,0.7003766816143508,-1.3300448430493275,2026-06-04 04:15:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-04-long-a,BTCUSDT,long,True,False,win,0.319,manual_close,3
timeout,62481.2,2026-06-07 10:15:00+00:00,0.006,0.5783741622371156,-0.9768892997457823,2026-06-04 14:00:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-04-long-b,BTCUSDT,long,True,False,win,0.239,manual_close,3
timeout,20.616,2026-06-08 03:45:00+00:00,-0.049,0.7896749521988524,-0.9636711281070743,2026-06-05 22:30:00+00:00,2026-06-08 02:00:00+00:00,DEXEUSDT-2026-06-05-short,DEXEUSDT,short,False,True,loss,,stop_loss,2
stop,59500.0,2026-06-05 18:45:00+00:00,-1.0,0.6212157411515743,-1.1433496023755076,2026-06-07 22:15:00+00:00,2026-06-05 19:15:00+00:00,BTCUSDT-2026-06-05-long,BTCUSDT,long,True,False,win,0.643,take_profit,3
target,61500.0,2026-06-09 14:30:00+00:00,0.915,1.3015173998372513,-0.36790962615480305,2026-06-10 09:15:00+00:00,2026-06-08 15:15:00+00:00,BTCUSDT-2026-06-08-short,BTCUSDT,short,True,True,win,0.22,manual_close,3
stop,4.58,2026-06-09 10:45:00+00:00,-1.0,1.6734378449988978,-14.260543166261877,2026-06-09 07:30:00+00:00,2026-06-11 21:15:00+00:00,BEATUSDT-2026-06-09-short,BEATUSDT,short,False,False,loss,-1.0,stop_loss,3
timeout,63483.2,2026-06-12 14:30:00+00:00,0.761,0.9188281857375065,-0.22542229132800934,2026-06-12 09:30:00+00:00,2026-06-10 09:15:00+00:00,BTCUSDT-2026-06-09-long,BTCUSDT,long,True,False,win,0.069,manual_close,3
stop,5.1,2026-06-10 06:30:00+00:00,-1.0,0.8850902184235496,-21.480848369737256,2026-06-10 06:00:00+00:00,2026-06-12 16:45:00+00:00,BEATUSDT-2026-06-09-short-2,BEATUSDT,short,False,True,unknown,,unknown,2
stop,0.468,2026-06-12 16:00:00+00:00,-1.0,1.4471370871941078,-1.1525302922309333,2026-06-11 07:00:00+00:00,2026-06-12 16:00:00+00:00,ALLOUSDT-2026-06-10-short,ALLOUSDT,short,False,True,loss,-1.0,stop_loss,3
target,63000.0,2026-06-11 08:45:00+00:00,0.649,1.1484168865435327,-0.19675315156845533,2026-06-12 15:15:00+00:00,2026-06-10 09:15:00+00:00,BTCUSDT-2026-06-10-long-a,BTCUSDT,long,True,True,win,0.615,manual_close,3
target,5.5,2026-06-11 22:30:00+00:00,0.417,0.6943319838056683,-0.8319838056680158,2026-06-12 02:45:00+00:00,2026-06-10 23:15:00+00:00,INJUSDT-2026-06-10-long,INJUSDT,long,False,True,win,0.412,manual_close,3
stop,0.45,2026-06-10 16:00:00+00:00,-1.0,0.006944444444443679,-1.3458333333333337,2026-06-10 13:45:00+00:00,2026-06-10 21:00:00+00:00,WLDUSDT-2026-06-10-long,WLDUSDT,long,False,True,loss,-1.0,stop_loss,3
target,63000.0,2026-06-11 08:45:00+00:00,0.306,0.7503100724590357,-0.3248253802467535,2026-06-12 15:15:00+00:00,2026-06-10 22:15:00+00:00,BTCUSDT-2026-06-10-long-b,BTCUSDT,long,True,True,win,0.5,manual_close,3
target,68.0,2026-06-12 15:00:00+00:00,1.367,1.8254437869822455,-0.002958579881658316,2026-06-13 21:45:00+00:00,2026-06-11 00:15:00+00:00,SOLUSDT-2026-06-11-long,SOLUSDT,long,False,True,win,1.194,manual_close,2
target,64900.0,2026-06-14 21:15:00+00:00,0.496,0.86934194864819,-0.14279884373405932,2026-06-15 03:45:00+00:00,2026-06-12 13:30:00+00:00,BTCUSDT-2026-06-12-long,BTCUSDT,long,True,True,win,0.26,manual_close,2
target,64500.0,2026-06-13 21:30:00+00:00,0.5,1.877699999999997,-0.07,2026-06-15 15:45:00+00:00,2026-06-13 03:15:00+00:00,BTCUSDT-2026-06-13-long,BTCUSDT,long,True,True,win,0.35,manual_close,3
timeout,1.736,2026-06-17 07:15:00+00:00,-0.227,0.5227272727272734,-0.42045454545454597,2026-06-15 15:45:00+00:00,2026-06-17 00:00:00+00:00,RENDERUSDT-2026-06-14-long,RENDERUSDT,long,False,True,win,0.112,manual_close,3
target,0.04169,2026-06-15 14:30:00+00:00,1.004,1.1933085501858762,-0.4981412639405186,2026-06-15 14:45:00+00:00,2026-06-14 20:00:00+00:00,PYTHUSDT-2026-06-14-long,PYTHUSDT,long,False,True,win,126.036,manual_close,2
timeout,64652.3,2026-06-18 02:45:00+00:00,0.302,0.6022095149181186,-0.7103512661920852,2026-06-17 22:00:00+00:00,2026-06-15 15:45:00+00:00,BTCUSDT-2026-06-15-short,BTCUSDT,short,True,False,win,,take_profit,3
target,480.0,2026-06-16 14:30:00+00:00,2.012,3.721600688468157,-0.3291738382099817,2026-06-18 16:30:00+00:00,2026-06-16 08:45:00+00:00,ZECUSDT-2026-06-15-short,ZECUSDT,short,False,True,not_taken,,not_taken,3
stop,320.0,2026-06-18 19:00:00+00:00,-1.0,0.5404719614311073,-1.017508246637909,2026-06-15 21:00:00+00:00,2026-06-18 19:00:00+00:00,XMRUSDT-2026-06-15-long,XMRUSDT,long,False,True,unknown,,unknown,1
timeout,0.6012,2026-06-19 11:00:00+00:00,-0.603,0.7187839305103156,-0.690553745928339,2026-06-17 01:45:00+00:00,2026-06-19 10:45:00+00:00,WLDUSDT-2026-06-16-long,WLDUSDT,long,False,True,unknown,,unknown,1
target,0.0142,2026-06-17 08:30:00+00:00,1.184,1.4770114942528745,-0.5287356321839088,2026-06-17 10:15:00+00:00,2026-06-18 11:00:00+00:00,PORTALUSDT-2026-06-16-short,PORTALUSDT,short,False,True,win,,manual_close,3
stop,0.0797,2026-06-17 08:45:00+00:00,-1.0,0.6687499999999992,-1.6812499999999944,2026-06-17 16:15:00+00:00,2026-06-18 15:45:00+00:00,HBARUSDT-2026-06-17-long,HBARUSDT,long,False,True,loss,,stop_loss,3
stop,62800.0,2026-06-18 15:30:00+00:00,-1.0,0.9512615915462537,-1.3061785637265477,2026-06-17 16:15:00+00:00,2026-06-18 15:45:00+00:00,BTCUSDT-2026-06-17-long,BTCUSDT,long,True,True,breakeven,-0.019,breakeven,3
stop,0.268,2026-06-18 15:30:00+00:00,-1.0,0.4020100502512572,-1.1909547738693482,2026-06-17 16:15:00+00:00,2026-06-18 17:15:00+00:00,LDOUSDT-2026-06-17-long,LDOUSDT,long,False,True,unknown,,unknown,1
stop,62800.0,2026-06-18 15:30:00+00:00,-1.0,0.4272327542708829,-1.4093563036113315,2026-06-18 01:00:00+00:00,2026-06-18 15:45:00+00:00,BTCUSDT-2026-06-17-long-2,BTCUSDT,long,True,True,win,0.295,manual_close,2
stop,1705.0,2026-06-18 15:30:00+00:00,-1.0,0.05465452121750804,-1.7651632970451026,2026-06-18 10:45:00+00:00,2026-06-18 17:15:00+00:00,ETHUSDT-2026-06-18-long,ETHUSDT,long,False,True,loss,-1.0,stop_loss,3
stop,12.8,2026-06-19 19:00:00+00:00,-1.0,0.9963321107035681,-1.5998666222074032,2026-06-19 02:45:00+00:00,2026-06-20 02:45:00+00:00,LABUSDT-2026-06-18-long,LABUSDT,long,False,False,win,0.809,manual_close,2
target,64000.0,2026-06-20 14:45:00+00:00,0.504,0.748624484181567,-0.2532668500687775,2026-06-21 04:30:00+00:00,2026-06-19 03:15:00+00:00,BTCUSDT-2026-06-18-long,BTCUSDT,long,True,True,win,0.764,take_profit,3
stop,61000.0,2026-06-24 14:15:00+00:00,-1.0,0.15255199829629992,-2.054163413075885,2026-06-23 02:45:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-23-long,BTCUSDT,long,True,False,loss,,stop_loss,3
stop,0.1969,2026-06-24 17:45:00+00:00,-1.0,1.0957446808510636,-1.1542553191489353,2026-06-26 17:45:00+00:00,2026-06-24 18:00:00+00:00,JUPUSDT-2026-06-24-long,JUPUSDT,long,False,True,loss,,stop_loss,3
target,61000.0,2026-06-24 20:45:00+00:00,0.952,1.4710573276823589,-0.7044389917465977,2026-06-25 07:30:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-24-long,BTCUSDT,long,True,True,win,1.11,take_profit,3
timeout,0.0001218,2026-06-28 12:00:00+00:00,0.559,0.6666666666666671,-0.41666666666666696,2026-06-28 11:45:00+00:00,2026-06-25 13:45:00+00:00,TOSHIUSDT-2026-06-25-long,TOSHIUSDT,long,False,True,win,,unknown,2
stop,58600.0,2026-06-25 13:45:00+00:00,-1.0,0.011553133514987433,-1.20708446866485,2026-06-25 12:45:00+00:00,2026-06-25 13:45:00+00:00,BTCUSDT-2026-06-25-long,BTCUSDT,long,True,False,breakeven,0.007,breakeven,3
timeout,60044.5,2026-06-28 13:45:00+00:00,0.799,1.1903131115459855,0.0,2026-06-27 15:30:00+00:00,2026-06-25 14:00:00+00:00,BTCUSDT-2026-06-25-long-2,BTCUSDT,long,True,False,win,0.185,manual_close,2
timeout,59662.2,2026-06-29 05:15:00+00:00,-0.158,0.5686240644789851,-0.8917674150834772,2026-06-27 15:30:00+00:00,2026-06-26 13:15:00+00:00,BTCUSDT-2026-06-26-long,BTCUSDT,long,True,True,breakeven,0.0,breakeven,3
timeout,2.77,2026-06-30 03:15:00+00:00,0.153,0.39071856287425094,-0.9880239520958084,2026-06-29 16:00:00+00:00,2026-06-27 09:45:00+00:00,BEATUSDT-2026-06-27-long,BEATUSDT,long,False,False,win,,manual_close,3
timeout,59832.9,2026-06-30 03:15:00+00:00,-0.129,0.18416972898484169,-0.41146072576940695,2026-06-27 15:30:00+00:00,2026-06-29 02:00:00+00:00,BTCUSDT-2026-06-27-long,BTCUSDT,long,True,True,not_taken,,not_taken,3
timeout,59999.6,2026-07-01 23:45:00+00:00,-0.101,0.40262483707132846,-0.39817519888534353,2026-07-01 01:00:00+00:00,2026-07-01 22:15:00+00:00,BTCUSDT-2026-06-29-short,BTCUSDT,short,True,True,win,0.163,manual_close,2
timeout,62029.6,2026-07-03 13:00:00+00:00,1.69,1.7601746232924902,-0.3153077031404044,2026-07-02 14:15:00+00:00,2026-07-01 01:00:00+00:00,BTCUSDT-2026-06-30-long,BTCUSDT,long,True,False,win,0.212,manual_close,2
stop,62.7,2026-07-01 10:45:00+00:00,-1.0,1.8445839874411245,-1.3952119309262183,2026-07-03 13:45:00+00:00,2026-07-02 00:30:00+00:00,HYPEUSDT-2026-06-30-long,HYPEUSDT,long,False,True,loss,,stop_loss,3
timeout,62142.9,2026-07-03 14:45:00+00:00,2.526,2.6141084527318927,-0.47994789881401245,2026-07-03 13:45:00+00:00,2026-07-01 01:00:00+00:00,BTCUSDT-2026-06-30-long-2,BTCUSDT,long,True,False,win,0.426,manual_close,3
timeout,0.236,2026-07-04 14:00:00+00:00,0.039,0.2727272727272732,-0.48787878787878836,2026-07-01 20:15:00+00:00,2026-07-02 13:15:00+00:00,JUPUSDT-2026-07-01-short,JUPUSDT,short,False,False,win,0.068,manual_close,3
stop,61000.0,2026-07-01 22:15:00+00:00,-1.0,0.3076923076923077,-2.872941176470587,2026-07-02 00:30:00+00:00,2026-07-04 15:00:00+00:00,BTCUSDT-2026-07-01-short,BTCUSDT,short,True,True,loss,-1.0,stop_loss,3
stop,1690.0,2026-07-02 13:15:00+00:00,-1.0,0.5148106486689157,-5.424446944131971,2026-07-02 12:30:00+00:00,2026-07-04 17:45:00+00:00,ETHUSDT-2026-07-02-short,ETHUSDT,short,False,True,loss,,stop_loss,2
stop,1735.0,2026-07-03 08:30:00+00:00,-1.0,0.20909970958373944,-2.766698935140371,2026-07-02 16:15:00+00:00,2026-07-04 17:45:00+00:00,ETHUSDT-2026-07-02-short-2,ETHUSDT,short,False,False,breakeven,0.08,breakeven,3
target,1.1269,2026-07-03 18:30:00+00:00,0.598,1.4577039274924468,-0.0785498489425962,2026-07-04 17:45:00+00:00,2026-07-03 00:30:00+00:00,XRPUSDT-2026-07-03-long,XRPUSDT,long,False,True,win,0.607,take_profit,2
stop,1800.0,2026-07-04 17:45:00+00:00,-1.0,0.3691044491120908,-1.630131754821464,2026-07-06 13:30:00+00:00,2026-07-06 21:00:00+00:00,ETHUSDT-2026-07-04-short,ETHUSDT,short,False,True,unknown,,unknown,2
timeout,213.33,2026-07-07 11:15:00+00:00,0.097,0.6559241706161119,-0.5914691943127964,2026-07-04 17:30:00+00:00,2026-07-06 12:00:00+00:00,TAOUSDT-2026-07-04-long,TAOUSDT,long,False,False,win,0.553,manual_close,3
stop,492.6,2026-07-07 15:45:00+00:00,-1.0,1.2625102543068103,-1.7953240360951594,2026-07-06 12:00:00+00:00,2026-07-07 16:15:00+00:00,ZECUSDT-2026-07-04-short,ZECUSDT,short,False,False,win,0.655,take_profit,3
