time_utc,time_ms,symbol,observed_price,field,event_type,msg,note
2026-05-11T00:59:09Z,1778461149461,BTCUSDT,80000.0,entry_price,plan,62.0,stated entry
2026-05-11T06:12:24Z,1778479944480,ZROUSDT,1.5369,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-11T06:12:24Z,1778479944480,ZROUSDT,1.5369,price_ref,partial_close,67.0,price he referenced as live/current
2026-05-11T06:12:24Z,1778479944480,ZROUSDT,1.4772,entry_price,partial_close,67.0,stated entry
2026-05-11T06:13:29Z,1778480009890,BTCUSDT,80600.0,entry_price,entry,68.0,stated entry
2026-05-11T06:23:32Z,1778480612674,BTCUSDT,80900.0,price_ref,call,70.0,price he referenced as live/current
2026-05-11T06:23:32Z,1778480612674,BTCUSDT,80900.0,entry_price,call,70.0,stated entry
2026-05-11T09:32:58Z,1778491978060,ZROUSDT,1.5457,price_ref,tp_hit,72.0,price he referenced as live/current
2026-05-11T09:32:58Z,1778491978060,ZROUSDT,1.4772,entry_price,tp_hit,72.0,stated entry
2026-05-11T09:32:58Z,1778491978060,ZROUSDT,1.5457,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-11T16:33:50Z,1778517230297,BTCUSDT,80914.2,entry_price,update,76.0,stated entry
2026-05-11T16:33:50Z,1778517230297,BTCUSDT,81798.7,price_ref,update,76.0,price he referenced as live/current
2026-05-12T01:30:58Z,1778549458575,BTCUSDT,81300.0,entry_price,call,79.0,stated entry
2026-05-12T01:50:49Z,1778550649078,BTCUSDT,81000.0,entry_price,dca,80.0,stated entry
2026-05-12T03:19:25Z,1778555965585,STABLEUSDT,0.03459,entry_price,tp_set,82.0,stated entry
2026-05-12T03:19:25Z,1778555965585,STABLEUSDT,0.036652,price_ref,tp_set,82.0,price he referenced as live/current
2026-05-12T03:19:25Z,1778555965585,STABLEUSDT,0.036652,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-12T03:49:52Z,1778557792425,STABLEUSDT,0.03737,price_ref,close,83.0,price he referenced as live/current
2026-05-12T03:49:52Z,1778557792425,STABLEUSDT,0.03459,entry_price,close,83.0,stated entry
2026-05-12T03:51:54Z,1778557914783,STABLEUSDT,0.037953,price_ref,update,84.0,price he referenced as live/current
2026-05-12T12:01:26Z,1778587286656,XRPUSDT,1.448,entry_price,call,85.0,stated entry
2026-05-12T12:11:23Z,1778587883200,STABLEUSDT,0.03886,price_ref,update,86.0,price he referenced as live/current
2026-05-12T12:11:23Z,1778587883200,STABLEUSDT,0.03886,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-12T12:11:23Z,1778587883200,STABLEUSDT,0.03453,entry_price,update,86.0,stated entry
2026-05-12T12:11:23Z,1778587883200,STABLEUSDT,0.03884,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-13T03:14:46Z,1778642086257,BTCUSDT,81100.0,price_ref,plan,90.0,price he referenced as live/current
2026-05-13T03:41:20Z,1778643680884,ETHUSDT,2293.0,entry_price,call,91.0,stated entry
2026-05-13T03:41:31Z,1778643691733,ETHUSDT,2298.0,price_ref,update,92.0,price he referenced as live/current
2026-05-13T04:02:05Z,1778644925277,SOLUSDT,95.5,entry_price,call,94.0,stated entry
2026-05-13T09:11:15Z,1778663475836,SOLUSDT,95.7,price_ref,close,96.0,price he referenced as live/current
2026-05-13T09:11:15Z,1778663475836,SOLUSDT,95.53,entry_price,close,96.0,stated entry
2026-05-13T15:16:30Z,1778685390019,BTCUSDT,79400.0,entry_price,call,100.0,stated entry
2026-05-14T00:17:11Z,1778717831020,SOLUSDT,91.25,entry_price,call,103.0,stated entry
2026-05-14T00:18:10Z,1778717890571,BBUSDT,0.03535,entry_price,call,104.0,stated entry
2026-05-14T07:40:51Z,1778744451590,ENSUSDT,6.89,entry_price,call,107.0,stated entry
2026-05-14T14:30:30Z,1778769030106,BTCUSDT,79200.0,entry_price,update,108.0,stated entry
2026-05-14T14:30:30Z,1778769030106,SOLUSDT,91.46,price_ref,close,108.0,price he referenced as live/current
2026-05-14T14:30:30Z,1778769030106,XRPUSDT,1.4497,entry_price,close,108.0,stated entry
2026-05-14T14:30:30Z,1778769030106,SOLUSDT,91.05,entry_price,close,108.0,stated entry
2026-05-14T14:30:30Z,1778769030106,XRPUSDT,1.4531,price_ref,close,108.0,price he referenced as live/current
2026-05-14T14:38:18Z,1778769498813,BTCUSDT,80199.5,price_ref,update,109.0,price he referenced as live/current
2026-05-14T14:38:18Z,1778769498813,ENSUSDT,6.9,entry_price,update,109.0,stated entry
2026-05-14T14:38:18Z,1778769498813,BTCUSDT,79284.35,entry_price,update,109.0,stated entry
2026-05-14T14:38:18Z,1778769498813,ENSUSDT,7.107,price_ref,update,109.0,price he referenced as live/current
2026-05-14T14:38:18Z,1778769498813,ENSUSDT,7.107,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-14T14:38:18Z,1778769498813,BTCUSDT,80199.5,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-14T14:47:29Z,1778770049454,XRPUSDT,1.4654,price_ref,update,110.0,price he referenced as live/current
2026-05-14T15:02:51Z,1778770971374,BTCUSDT,79284.35,entry_price,close,112.0,stated entry
2026-05-14T15:02:51Z,1778770971374,BTCUSDT,80893.8,price_ref,close,112.0,price he referenced as live/current
2026-05-14T15:03:36Z,1778771016963,ENSUSDT,7.171,price_ref,partial_close,113.0,price he referenced as live/current
2026-05-14T15:03:36Z,1778771016963,ENSUSDT,6.9,entry_price,partial_close,113.0,stated entry
2026-05-14T15:03:36Z,1778771016963,ENSUSDT,7.171,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-14T15:13:38Z,1778771618478,BTCUSDT,79313.4,entry_price,update,115.0,stated entry
2026-05-14T15:13:38Z,1778771618478,BTCUSDT,80926.4,price_ref,update,115.0,price he referenced as live/current
2026-05-14T16:03:51Z,1778774631715,BBUSDT,0.03709,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-14T16:19:52Z,1778775592109,ENSUSDT,7.135,price_ref,close,120.0,price he referenced as live/current
2026-05-14T16:19:52Z,1778775592109,ENSUSDT,7.135,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-14T16:19:52Z,1778775592109,ENSUSDT,6.9,entry_price,close,120.0,stated entry
2026-05-14T17:12:39Z,1778778759595,BTCUSDT,82000.0,price_ref,view,121.0,price he referenced as live/current
2026-05-14T17:27:12Z,1778779632250,BTCUSDT,81300.0,entry_price,call,122.0,stated entry
2026-05-14T18:54:01Z,1778784841026,XRPUSDT,1.5431,price_ref,tp_hit,124.0,price he referenced as live/current
2026-05-14T23:59:36Z,1778803176285,HBARUSDT,0.0948,entry_price,call,125.0,stated entry
2026-05-15T00:20:30Z,1778804430974,BBUSDT,0.03538,entry_price,close,127.0,stated entry
2026-05-15T00:20:30Z,1778804430974,BBUSDT,0.0371,price_ref,close,127.0,price he referenced as live/current
2026-05-15T00:20:30Z,1778804430974,BBUSDT,0.0371,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-16T01:15:48Z,1778894148255,BTCUSDT,81300.0,entry_price,stopped_out,128.0,stated entry
2026-05-16T01:15:48Z,1778894148255,BTCUSDT,82000.0,price_ref,stopped_out,128.0,price he referenced as live/current
2026-05-16T01:23:08Z,1778894588444,PARTIUSDT,0.0615,entry_price,call,129.0,stated entry
2026-05-16T01:36:09Z,1778895369602,BTCUSDT,76850.0,entry_price,plan,131.0,stated entry
2026-05-16T01:36:09Z,1778895369602,BTCUSDT,77700.0,price_ref,view,131.0,price he referenced as live/current
2026-05-16T09:58:40Z,1778925520942,ETHUSDT,2170.0,entry_price,call,135.0,stated entry
2026-05-16T09:58:40Z,1778925520942,BTCUSDT,78000.0,entry_price,call,135.0,stated entry
2026-05-16T10:35:54Z,1778927754256,ETHUSDT,2172.0,entry_price,entry,136.0,stated entry
2026-05-16T16:29:46Z,1778948986189,PARTIUSDT,0.606,entry_price,update,139.0,stated entry
2026-05-17T10:34:36Z,1779014076402,ETHUSDT,2194.45,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-17T10:34:36Z,1779014076402,ETHUSDT,2194.45,price_ref,partial_close,140.0,price he referenced as live/current
2026-05-17T10:34:36Z,1779014076402,ETHUSDT,2173.61,entry_price,partial_close,140.0,stated entry
2026-05-17T10:37:15Z,1779014235008,BTCUSDT,78494.9,price_ref,update,141.0,price he referenced as live/current
2026-05-17T10:37:15Z,1779014235008,BTCUSDT,78494.9,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-17T10:37:15Z,1779014235008,BTCUSDT,78041.3,entry_price,update,141.0,stated entry
2026-05-18T00:50:36Z,1779065436705,BTCUSDT,77000.0,entry_price,call,145.0,stated entry
2026-05-18T14:05:56Z,1779113156243,BOMEUSDT,0.000599,entry_price,call,150.0,stated entry
2026-05-18T14:25:57Z,1779114357362,BTCUSDT,76700.0,entry_price,dca,152.0,stated entry
2026-05-18T19:14:08Z,1779131648295,ZECUSDT,544.0,entry_price,call,153.0,stated entry
2026-05-19T01:02:19Z,1779152539615,BOMEUSDT,0.0005998,entry_price,partial_close,154.0,stated entry
2026-05-19T01:02:19Z,1779152539615,BOMEUSDT,0.0005998,entry_price,sl_move,154.0,stated entry
2026-05-19T01:02:19Z,1779152539615,BOMEUSDT,0.0006203,price_ref,partial_close,154.0,price he referenced as live/current
2026-05-19T01:02:19Z,1779152539615,BOMEUSDT,0.0006203,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-19T01:26:18Z,1779153978346,ZECUSDT,545.99,entry_price,sl_move,155.0,stated entry
2026-05-19T01:26:18Z,1779153978346,ZECUSDT,545.99,entry_price,partial_close,155.0,stated entry
2026-05-19T01:26:18Z,1779153978346,ZECUSDT,572.12,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-19T01:26:18Z,1779153978346,ZECUSDT,572.12,price_ref,partial_close,155.0,price he referenced as live/current
2026-05-19T07:30:37Z,1779175837799,BOMEUSDT,0.0005998,entry_price,tp_hit,156.0,stated entry
2026-05-19T07:30:37Z,1779175837799,BOMEUSDT,0.000643,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-19T07:30:37Z,1779175837799,BOMEUSDT,0.000643,price_ref,tp_hit,156.0,price he referenced as live/current
2026-05-19T07:48:14Z,1779176894757,SUIUSDT,1.09,entry_price,call,157.0,stated entry
2026-05-19T18:04:20Z,1779213860800,ZECUSDT,545.99,entry_price,tp_hit,158.0,stated entry
2026-05-19T18:04:20Z,1779213860800,ZECUSDT,581.92,price_ref,tp_hit,158.0,price he referenced as live/current
2026-05-20T01:16:21Z,1779239781722,BTCUSDT,76704.7,entry_price,update,160.0,stated entry
2026-05-20T01:16:21Z,1779239781722,BTCUSDT,76853.8,price_ref,update,160.0,price he referenced as live/current
2026-05-20T01:16:21Z,1779239781722,BTCUSDT,76853.8,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-20T05:33:19Z,1779255199502,SUIUSDT,1.076,entry_price,dca,161.0,stated entry
2026-05-20T06:20:41Z,1779258041803,ZECUSDT,540.0,entry_price,dca,163.0,stated entry
2026-05-20T06:20:47Z,1779258047685,ZECUSDT,592.0,price_ref,tp_hit,164.0,price he referenced as live/current
2026-05-20T06:20:54Z,1779258054358,ZECUSDT,580.25,entry_price,update,165.0,stated entry
2026-05-20T06:20:54Z,1779258054358,ZECUSDT,591.75,price_ref,update,165.0,price he referenced as live/current
2026-05-20T13:23:21Z,1779283401095,BTCUSDT,77450.5,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-20T13:23:21Z,1779283401095,BTCUSDT,76704.7,entry_price,update,167.0,stated entry
2026-05-20T13:23:21Z,1779283401095,BTCUSDT,77450.5,price_ref,update,167.0,price he referenced as live/current
2026-05-20T17:35:41Z,1779298541262,BONKUSDT,0.614,entry_price,call,168.0,stated entry
2026-05-21T01:30:48Z,1779327048709,BTCUSDT,77826.3,price_ref,close,170.0,price he referenced as live/current
2026-05-21T01:30:48Z,1779327048709,BTCUSDT,76704.7,entry_price,close,170.0,stated entry
2026-05-21T02:03:46Z,1779329026308,SUIUSDT,1.0738,entry_price,tp_set,171.0,stated entry
2026-05-21T02:03:46Z,1779329026308,SUIUSDT,1.1127,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-21T02:03:46Z,1779329026308,SUIUSDT,1.1127,price_ref,tp_set,171.0,price he referenced as live/current
2026-05-21T02:57:24Z,1779332244556,SUIUSDT,1.14,price_ref,tp_hit,172.0,price he referenced as live/current
2026-05-21T02:57:24Z,1779332244556,SUIUSDT,1.0738,entry_price,tp_hit,172.0,stated entry
2026-05-21T02:57:39Z,1779332259877,SUIUSDT,1.1401,price_ref,update,173.0,price he referenced as live/current
2026-05-21T02:57:39Z,1779332259877,SUIUSDT,1.0481,entry_price,update,173.0,stated entry
2026-05-21T12:31:36Z,1779366696898,BTCUSDT,77000.0,entry_price,call,177.0,stated entry
2026-05-21T12:31:50Z,1779366710455,BTCUSDT,77000.0,price_ref,update,178.0,price he referenced as live/current
2026-05-21T17:21:34Z,1779384094189,BTCUSDT,77065.1,entry_price,update,180.0,stated entry
2026-05-21T17:21:34Z,1779384094189,BTCUSDT,77854.8,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-21T17:21:34Z,1779384094189,BTCUSDT,77854.8,price_ref,update,180.0,price he referenced as live/current
2026-05-22T08:51:14Z,1779439874018,WLDUSDT,0.284,entry_price,call,183.0,stated entry
2026-05-22T09:23:13Z,1779441793945,XPLUSDT,0.089,entry_price,call,185.0,stated entry
2026-05-22T13:02:49Z,1779454969857,BONKUSDT,0.006323,price_ref,tp_hit,186.0,price he referenced as live/current
2026-05-22T13:02:49Z,1779454969857,BONKUSDT,0.006158,entry_price,tp_hit,186.0,stated entry
2026-05-22T13:19:59Z,1779455999630,AVAXUSDT,9.569,entry_price,call,188.0,stated entry
2026-05-22T13:41:48Z,1779457308978,WLDUSDT,0.284,entry_price,sl_move,190.0,stated entry
2026-05-22T13:41:48Z,1779457308978,WLDUSDT,0.2908,price_ref,partial_close,190.0,price he referenced as live/current
2026-05-22T13:41:48Z,1779457308978,WLDUSDT,0.2908,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-22T13:41:48Z,1779457308978,WLDUSDT,0.284,entry_price,partial_close,190.0,stated entry
2026-05-23T05:33:37Z,1779514417001,BEATUSDT,1.286,entry_price,call,194.0,stated entry
2026-05-23T06:21:38Z,1779517298222,BEATUSDT,1.169,price_ref,partial_close,195.0,price he referenced as live/current
2026-05-23T06:21:38Z,1779517298222,BEATUSDT,1.2875,entry_price,partial_close,195.0,stated entry
2026-05-23T07:35:06Z,1779521706159,JCTUSDT,0.004,entry_price,call,197.0,stated entry
2026-05-23T07:35:23Z,1779521723171,BTCUSDT,74000.0,entry_price,plan,198.0,stated entry
2026-05-23T07:39:06Z,1779521946246,BTCUSDT,74000.0,price_ref,plan,200.0,price he referenced as live/current
2026-05-23T07:45:52Z,1779522352769,HYPEUSDT,54.8,entry_price,call,202.0,stated entry
2026-05-23T07:46:50Z,1779522410290,HYPEUSDT,54.8,price_ref,update,203.0,price he referenced as live/current
2026-05-23T07:52:47Z,1779522767687,JCTUSDT,0.00387,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T07:52:47Z,1779522767687,JCTUSDT,0.00387,price_ref,partial_close,204.0,price he referenced as live/current
2026-05-23T07:52:47Z,1779522767687,JCTUSDT,0.004,entry_price,sl_move,204.0,stated entry
2026-05-23T07:52:47Z,1779522767687,JCTUSDT,0.004,entry_price,partial_close,204.0,stated entry
2026-05-23T07:57:00Z,1779523020750,HYPEUSDT,55.507,price_ref,update,206.0,price he referenced as live/current
2026-05-23T07:57:00Z,1779523020750,HYPEUSDT,55.507,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T07:57:00Z,1779523020750,HYPEUSDT,54.991,entry_price,update,206.0,stated entry
2026-05-23T08:13:43Z,1779524023744,SUIUSDT,1.0,entry_price,call,208.0,stated entry
2026-05-23T13:15:56Z,1779542156840,SUIUSDT,1.0165,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T13:15:56Z,1779542156840,SUIUSDT,1.0165,price_ref,update,212.0,price he referenced as live/current
2026-05-23T13:15:56Z,1779542156840,SUIUSDT,1.0014,entry_price,update,212.0,stated entry
2026-05-23T13:48:09Z,1779544089852,SUIUSDT,1.0,entry_price,update,220.0,stated entry
2026-05-23T14:16:47Z,1779545807322,BTCUSDT,75159.2,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T14:16:47Z,1779545807322,BTCUSDT,75166.5,entry_price,entry,222.0,stated entry
2026-05-23T14:16:47Z,1779545807322,BTCUSDT,75159.2,price_ref,entry,222.0,price he referenced as live/current
2026-05-23T14:22:17Z,1779546137295,BTCUSDT,75100.0,entry_price,call,224.0,stated entry
2026-05-23T15:13:54Z,1779549234727,FILUSDT,0.955,entry_price,call,227.0,stated entry
2026-05-23T18:18:48Z,1779560328951,SUIUSDT,1.0014,entry_price,partial_close,232.0,stated entry
2026-05-23T18:18:48Z,1779560328951,SUIUSDT,1.0539,price_ref,partial_close,232.0,price he referenced as live/current
2026-05-23T18:18:48Z,1779560328951,SUIUSDT,1.0539,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T20:42:34Z,1779568954278,FILUSDT,0.955,entry_price,tp_hit,234.0,stated entry
2026-05-23T20:42:51Z,1779568971332,BTCUSDT,75197.2,entry_price,update,235.0,stated entry
2026-05-23T20:42:51Z,1779568971332,BTCUSDT,76903.8,price_ref,update,235.0,price he referenced as live/current
2026-05-23T20:42:51Z,1779568971332,BTCUSDT,76903.8,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T20:43:25Z,1779569005996,SUIUSDT,1.0803,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T20:43:25Z,1779569005996,SUIUSDT,1.0014,entry_price,update,236.0,stated entry
2026-05-23T20:43:25Z,1779569005996,SUIUSDT,1.0803,price_ref,update,236.0,price he referenced as live/current
2026-05-23T20:57:10Z,1779569830821,BTCUSDT,77072.3,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T20:57:10Z,1779569830821,BTCUSDT,77072.3,price_ref,update,239.0,price he referenced as live/current
2026-05-23T20:57:10Z,1779569830821,BTCUSDT,75166.5,entry_price,update,239.0,stated entry
2026-05-23T21:01:23Z,1779570083556,BTCUSDT,75197.2,entry_price,update,240.0,stated entry
2026-05-23T21:01:23Z,1779570083556,BTCUSDT,77348.4,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T21:01:23Z,1779570083556,BTCUSDT,77348.4,price_ref,update,240.0,price he referenced as live/current
2026-05-23T21:09:16Z,1779570556477,SUIUSDT,1.0909,price_ref,tp_hit,241.0,price he referenced as live/current
2026-05-23T21:09:16Z,1779570556477,SUIUSDT,1.0909,card_mark_price,screenshot,,mark price on an exchange share card — the tightest timestamp/price pair available
2026-05-23T21:09:16Z,1779570556477,SUIUSDT,1.0006,entry_price,tp_hit,241.0,stated entry
