position_id,symbol,side,action,time_utc,time_ms,price,portion_pct,msg,note,msg_url
BTCUSDT-2026-05-08-long,BTCUSDT,long,entry,2026-05-07T22:40:42Z,1778193642827.0,79764.4,,17,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502077749882523759
BTCUSDT-2026-05-08-long,BTCUSDT,long,dca_fill,2026-05-08T03:24:00Z,1778210640166.0,79469.0,,19,"equal-sized DCA filled, blended entry 79590 (breakeven)",https://discord.com/channels/1042855255089623100/1501271173588193290/1502149041889218672
BTCUSDT-2026-05-08-long,BTCUSDT,long,stop_move,2026-05-08T03:24:00Z,1778210640166.0,77600.0,,19,widen,https://discord.com/channels/1042855255089623100/1501271173588193290/1502149041889218672
BTCUSDT-2026-05-08-long,BTCUSDT,long,partial_close,2026-05-08T03:24:00Z,1778210640166.0,79590.0,50.0,19,"the filled DCA half taken back off at breakeven so it could be re-placed as a limit at 78.6k; phrased as instruction to followers, clarified in msg 21",https://discord.com/channels/1042855255089623100/1501271173588193290/1502149041889218672
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,signal,2026-05-08T03:43:06Z,1778211786564.0,0.158,,22,0.158 CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1502153850231193630
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,stop_set,2026-05-08T03:43:06Z,1778211786564.0,0.1411,,22,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1502153850231193630
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,target_set,2026-05-08T03:43:06Z,1778211786564.0,0.1746,,22,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502153850231193630
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,target_set,2026-05-08T03:43:06Z,1778211786564.0,0.2023,,22,TP2 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502153850231193630
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,entry,2026-05-08T03:43:06Z,1778211786564.0,0.15851,,22,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502153850231193630
UNIUSDT-2026-05-07-long,UNIUSDT,long,stop_move,2026-05-08T15:44:20Z,1778255060823.0,3.46,,26,to_entry,https://discord.com/channels/1042855255089623100/1501271173588193290/1502335355628687451
UNIUSDT-2026-05-07-long,UNIUSDT,long,target_move,2026-05-08T15:44:20Z,1778255060823.0,3.7,,26,new targets 3.7|4,https://discord.com/channels/1042855255089623100/1501271173588193290/1502335355628687451
UNIUSDT-2026-05-07-long,UNIUSDT,long,partial_close,2026-05-08T15:44:20Z,1778255060823.0,3.528,50.0,26,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502335355628687451
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,signal,2026-05-08T15:47:55Z,1778255275357.0,0.064,,27,"0.064, confirmed as CMP twelve seconds later",https://discord.com/channels/1042855255089623100/1501271173588193290/1502336255449366558
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,stop_set,2026-05-08T15:47:55Z,1778255275357.0,0.581,,27,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1502336255449366558
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,target_set,2026-05-08T15:47:55Z,1778255275357.0,0.066,,27,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502336255449366558
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,entry,2026-05-08T15:47:55Z,1778255275357.0,0.06454,,27,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502336255449366558
UNIUSDT-2026-05-07-long,UNIUSDT,long,exit,2026-05-08T16:41:13Z,1778258473533.0,3.7,100.0,36,take_profit,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971
SNXUSDT-2026-05-08-long,SNXUSDT,long,signal,2026-05-08T16:49:28Z,1778258968177.0,0.354,,31,"0.354 CMP for half the size, the other half reserved for a 0.334 DCA",https://discord.com/channels/1042855255089623100/1501271173588193290/1502351744259063878
SNXUSDT-2026-05-08-long,SNXUSDT,long,stop_set,2026-05-08T16:49:28Z,1778258968177.0,0.31,,31,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1502351744259063878
SNXUSDT-2026-05-08-long,SNXUSDT,long,target_set,2026-05-08T16:49:28Z,1778258968177.0,0.39,,31,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502351744259063878
SNXUSDT-2026-05-08-long,SNXUSDT,long,entry,2026-05-08T16:49:28Z,1778258968177.0,0.3545,,31,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502351744259063878
BTCUSDT-2026-05-08-long,BTCUSDT,long,target_move,2026-05-08T18:22:35Z,1778264555255.0,81000.0,,33,new targets 81000|82000,https://discord.com/channels/1042855255089623100/1501271173588193290/1502375178162933760
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,target_move,2026-05-09T01:45:42Z,1778291142281.0,0.0673,,35,new targets 0.0673,https://discord.com/channels/1042855255089623100/1501271173588193290/1502486692232298586
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,partial_close,2026-05-09T01:45:42Z,1778291142281.0,0.06615,,35,'KERNEL TP1 here' at +49.35% on the 20x; portion not stated and the card still showed the position open,https://discord.com/channels/1042855255089623100/1501271173588193290/1502486692232298586
SYRUPUSDT-2026-05-09-long,SYRUPUSDT,long,signal,2026-05-09T01:52:10Z,1778291530882.0,,,38,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502488322143162518
SYRUPUSDT-2026-05-09-long,SYRUPUSDT,long,exit,2026-05-09T01:52:10Z,1778291530882.0,0.26013,100.0,38,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1502488322143162518
KERNELUSDT-2026-05-08-long,KERNELUSDT,long,stop_move,2026-05-09T01:54:13Z,1778291653665.0,,,39,to_entry,https://discord.com/channels/1042855255089623100/1501271173588193290/1502488837132259390
BTCUSDT-2026-05-08-long,BTCUSDT,long,exit,2026-05-09T03:06:56Z,1778296016774.0,80341.2,100.0,41,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1502519166286954537
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,signal,2026-05-09T08:51:05Z,1778316665057.0,0.0346,,44,"0.0346 CMP, flagged as a swing that would take time",https://discord.com/channels/1042855255089623100/1501271173588193290/1502593742513635530
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,stop_set,2026-05-09T08:51:05Z,1778316665057.0,0.03,,44,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1502593742513635530
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,target_set,2026-05-09T08:51:05Z,1778316665057.0,0.04,,44,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502593742513635530
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,entry,2026-05-09T08:51:05Z,1778316665057.0,0.03459,,44,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502593742513635530
ETHUSDT-2026-05-09-long,ETHUSDT,long,signal,2026-05-09T10:58:20Z,1778324300982.0,2310.0,,45,2310 CMP with 50% of size held back for the 2290 DCA,https://discord.com/channels/1042855255089623100/1501271173588193290/1502625769904406701
ETHUSDT-2026-05-09-long,ETHUSDT,long,stop_set,2026-05-09T10:58:20Z,1778324300982.0,2260.0,,45,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1502625769904406701
ETHUSDT-2026-05-09-long,ETHUSDT,long,target_set,2026-05-09T10:58:20Z,1778324300982.0,2350.0,,45,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1502625769904406701
ETHUSDT-2026-05-09-long,ETHUSDT,long,entry,2026-05-09T10:58:20Z,1778324300982.0,2311.73,,45,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502625769904406701
ETHUSDT-2026-05-09-long,ETHUSDT,long,target_move,2026-05-09T11:00:58Z,1778324458048.0,2350.0,,46,new targets 2350,https://discord.com/channels/1042855255089623100/1501271173588193290/1502626428687220946
TAKEUSDT-2026-05-09-long,TAKEUSDT,long,signal,2026-05-09T11:12:56Z,1778325176456.0,,,48,,https://discord.com/channels/1042855255089623100/1501271173588193290/1502629441908510731
ETHUSDT-2026-05-09-long,ETHUSDT,long,exit,2026-05-10T15:45:44Z,1778427944212.0,2340.53,100.0,50,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1503061037740458126
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,target_move,2026-05-10T18:01:23Z,1778436083161.0,0.1746,,52,new targets 0.1746,https://discord.com/channels/1042855255089623100/1501271173588193290/1503094618345181387
AVNTUSDT-2026-05-08-long,AVNTUSDT,long,partial_close,2026-05-10T18:01:23Z,1778436083161.0,0.16709,,52,TP1; the 50x card shows the position open at +246.69%. He never said how much came off,https://discord.com/channels/1042855255089623100/1501271173588193290/1503094618345181387
ZROUSDT-2026-05-07-long,ZROUSDT,long,target_move,2026-05-10T19:10:30Z,1778440230676.0,1.55,,54,new targets 1.55,https://discord.com/channels/1042855255089623100/1501271173588193290/1503112014283673735
ZROUSDT-2026-05-07-long,ZROUSDT,long,partial_close,2026-05-10T19:10:30Z,1778440230676.0,1.53,25.0,54,+178.94% on the 50x card,https://discord.com/channels/1042855255089623100/1501271173588193290/1503112014283673735
SNXUSDT-2026-05-08-long,SNXUSDT,long,exit,2026-05-10T20:33:31Z,1778445211407.0,0.3626,100.0,56,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1503132904983756810
ZROUSDT-2026-05-07-long,ZROUSDT,long,exit,2026-05-10T21:40:45Z,1778449245500.0,1.4744,100.0,57,breakeven,https://discord.com/channels/1042855255089623100/1501271173588193290/1503149825196036228
ZROUSDT-2026-05-11-long,ZROUSDT,long,signal,2026-05-10T21:40:45Z,1778449245500.0,1.486,,57,re-entered at 1.486 in the same message that reported the previous ZRO position stopping at breakeven,https://discord.com/channels/1042855255089623100/1501271173588193290/1503149825196036228
ZROUSDT-2026-05-11-long,ZROUSDT,long,stop_set,2026-05-10T21:40:45Z,1778449245500.0,1.37,,57,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503149825196036228
ZROUSDT-2026-05-11-long,ZROUSDT,long,target_set,2026-05-10T21:40:45Z,1778449245500.0,1.55,,57,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503149825196036228
ZROUSDT-2026-05-11-long,ZROUSDT,long,entry,2026-05-10T21:40:45Z,1778449245500.0,1.4772,,57,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503149825196036228
BTCUSDT-2026-05-11-short,BTCUSDT,short,signal,2026-05-10T23:30:48Z,1778455848098.0,82300.0,,59,82.3k CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1503177518499233970
BTCUSDT-2026-05-11-short,BTCUSDT,short,stop_set,2026-05-10T23:30:48Z,1778455848098.0,83650.0,,59,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503177518499233970
BTCUSDT-2026-05-11-short,BTCUSDT,short,target_set,2026-05-10T23:30:48Z,1778455848098.0,80000.0,,59,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503177518499233970
BTCUSDT-2026-05-11-short,BTCUSDT,short,target_set,2026-05-10T23:30:48Z,1778455848098.0,81000.0,,59,TP2 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503177518499233970
BTCUSDT-2026-05-11-short,BTCUSDT,short,entry,2026-05-10T23:30:48Z,1778455848098.0,82202.8,,59,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503177518499233970
BTCUSDT-2026-05-11-short,BTCUSDT,short,exit,2026-05-11T00:58:37Z,1778461117677.0,81302.9,100.0,61,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199620715642910
ZROUSDT-2026-05-11-long,ZROUSDT,long,partial_close,2026-05-11T06:12:24Z,1778479944480.0,1.5369,20.0,67,+189.93% on the 50x,https://discord.com/channels/1042855255089623100/1501271173588193290/1503278586050777149
BTCUSDT-2026-05-11-long,BTCUSDT,long,signal,2026-05-11T06:13:29Z,1778480009890.0,80900.0,,62,80.9k CMP in the public call; he had already started scaling in from 80.6k before publishing it (msg 68). No DCA on this one.,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199754027270164
BTCUSDT-2026-05-11-long,BTCUSDT,long,stop_set,2026-05-11T06:13:29Z,1778480009890.0,79500.0,,62,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199754027270164
BTCUSDT-2026-05-11-long,BTCUSDT,long,target_set,2026-05-11T06:13:29Z,1778480009890.0,81500.0,,62,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199754027270164
BTCUSDT-2026-05-11-long,BTCUSDT,long,target_set,2026-05-11T06:13:29Z,1778480009890.0,81600.0,,62,TP2 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199754027270164
BTCUSDT-2026-05-11-long,BTCUSDT,long,entry,2026-05-11T06:13:29Z,1778480009890.0,80914.2,,62,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503199754027270164
ZROUSDT-2026-05-11-long,ZROUSDT,long,exit,2026-05-11T09:32:58Z,1778491978060.0,1.5457,100.0,73,take_profit,https://discord.com/channels/1042855255089623100/1501271173588193290/1503329108246138890
BTCUSDT-2026-05-11-long,BTCUSDT,long,target_move,2026-05-11T10:42:47Z,1778496167011.0,81500.0,,74,new targets 81500|81600,https://discord.com/channels/1042855255089623100/1501271173588193290/1503346628277571636
BTCUSDT-2026-05-11-long,BTCUSDT,long,exit,2026-05-11T16:32:08Z,1778517128207.0,81798.7,100.0,76,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1503434974102163536
BTCUSDT-2026-05-12-long,BTCUSDT,long,signal,2026-05-12T01:30:58Z,1778549458575.0,81300.0,,79,"Half at 81.3k, half at the 80.7k DCA; he flagged it as slightly risky so followers could go half risk or simply enter at the DCA",https://discord.com/channels/1042855255089623100/1501271173588193290/1503570149297360977
BTCUSDT-2026-05-12-long,BTCUSDT,long,stop_set,2026-05-12T01:30:58Z,1778549458575.0,79500.0,,79,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503570149297360977
BTCUSDT-2026-05-12-long,BTCUSDT,long,entry,2026-05-12T01:30:58Z,1778549458575.0,81000.0,,79,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503570149297360977
BTCUSDT-2026-05-12-long,BTCUSDT,long,dca_fill,2026-05-12T01:50:49Z,1778550649078.0,80700.0,,80,"DCA leg filled 20 minutes after the call, blended average 81k and already in profit",https://discord.com/channels/1042855255089623100/1501271173588193290/1503575142628851752
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,target_move,2026-05-12T03:19:25Z,1778555965585.0,0.03737,,82,new targets 0.03737,https://discord.com/channels/1042855255089623100/1501271173588193290/1503597441675558924
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,partial_close,2026-05-12T03:49:52Z,1778557792425.0,0.03737,100.0,83,accidentally closed the whole position on that exchange at TP1 for +200.92% at 25x; a second copy on MEXC stayed open,https://discord.com/channels/1042855255089623100/1501271173588193290/1503605103997882428
XRPUSDT-2026-05-12-long,XRPUSDT,long,signal,2026-05-12T12:01:26Z,1778587286656.0,1.448,,85,1.448 CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
XRPUSDT-2026-05-12-long,XRPUSDT,long,stop_set,2026-05-12T12:01:26Z,1778587286656.0,1.4,,85,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
XRPUSDT-2026-05-12-long,XRPUSDT,long,target_set,2026-05-12T12:01:26Z,1778587286656.0,1.5,,85,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
XRPUSDT-2026-05-12-long,XRPUSDT,long,target_set,2026-05-12T12:01:26Z,1778587286656.0,1.525,,85,TP2 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
XRPUSDT-2026-05-12-long,XRPUSDT,long,entry,2026-05-12T12:01:26Z,1778587286656.0,1.4497,,85,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503728811768811663
STABLEUSDT-2026-05-09-long,STABLEUSDT,long,exit,2026-05-13T03:13:16Z,1778641996384.0,0.04,100.0,89,take_profit,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958280999796848
BTCUSDT-2026-05-12-long,BTCUSDT,long,target_move,2026-05-13T03:14:46Z,1778642086257.0,82000.0,,90,new targets 82000,https://discord.com/channels/1042855255089623100/1501271173588193290/1503958657954484376
ETHUSDT-2026-05-13-long,ETHUSDT,long,signal,2026-05-13T03:41:20Z,1778643680884.0,2293.0,,91,2293 CMP; the message went out late and he confirmed the entry was still good at 2298,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
ETHUSDT-2026-05-13-long,ETHUSDT,long,stop_set,2026-05-13T03:41:20Z,1778643680884.0,2245.0,,91,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
ETHUSDT-2026-05-13-long,ETHUSDT,long,target_set,2026-05-13T03:41:20Z,1778643680884.0,2336.0,,91,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
ETHUSDT-2026-05-13-long,ETHUSDT,long,entry,2026-05-13T03:41:20Z,1778643680884.0,2293.0,,91,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503965346304884828
SOLUSDT-2026-05-13-long,SOLUSDT,long,signal,2026-05-13T03:52:43Z,1778644363356.0,95.5,,93,95.5 CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
SOLUSDT-2026-05-13-long,SOLUSDT,long,stop_set,2026-05-13T03:52:43Z,1778644363356.0,93.5,,93,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
SOLUSDT-2026-05-13-long,SOLUSDT,long,target_set,2026-05-13T03:52:43Z,1778644363356.0,97.0,,93,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
SOLUSDT-2026-05-13-long,SOLUSDT,long,entry,2026-05-13T04:02:05Z,1778644925277.0,95.53,,93,,https://discord.com/channels/1042855255089623100/1501271173588193290/1503968208800190536
ETHUSDT-2026-05-13-long,ETHUSDT,long,target_move,2026-05-13T04:21:45Z,1778646105405.0,2336.0,,95,new targets 2336,https://discord.com/channels/1042855255089623100/1501271173588193290/1503975515483275366
SOLUSDT-2026-05-13-long,SOLUSDT,long,exit,2026-05-13T09:11:15Z,1778663475836.0,95.7,100.0,97,manual_close,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048450424016986
BTCUSDT-2026-05-12-long,BTCUSDT,long,target_move,2026-05-13T09:12:53Z,1778663573418.0,82000.0,,98,new targets 82000,https://discord.com/channels/1042855255089623100/1501271173588193290/1504048781639942176
BTCUSDT-2026-05-12-long,BTCUSDT,long,exit,2026-05-13T15:15:09Z,1778685309702.0,,100.0,99,stop_loss,https://discord.com/channels/1042855255089623100/1501271173588193290/1504139950222872757
BTCUSDT-2026-05-13-long,BTCUSDT,long,signal,2026-05-13T15:16:30Z,1778685390019.0,79400.0,,100,CMP entry (msg 101) with about 25% of size held back for the DCA,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
BTCUSDT-2026-05-13-long,BTCUSDT,long,stop_set,2026-05-13T15:16:30Z,1778685390019.0,77900.0,,100,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
BTCUSDT-2026-05-13-long,BTCUSDT,long,target_set,2026-05-13T15:16:30Z,1778685390019.0,82000.0,,100,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
BTCUSDT-2026-05-13-long,BTCUSDT,long,entry,2026-05-13T15:16:30Z,1778685390019.0,79284.35,,100,,https://discord.com/channels/1042855255089623100/1501271173588193290/1504140287096651806
SOLUSDT-2026-05-14-long,SOLUSDT,long,signal,2026-05-14T00:17:11Z,1778717831020.0,91.25,,103,91.25 CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276354516910202
SOLUSDT-2026-05-14-long,SOLUSDT,long,stop_set,2026-05-14T00:17:11Z,1778717831020.0,87.5,,103,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276354516910202
SOLUSDT-2026-05-14-long,SOLUSDT,long,entry,2026-05-14T00:17:11Z,1778717831020.0,91.05,,103,,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276354516910202
BBUSDT-2026-05-14-long,BBUSDT,long,signal,2026-05-14T00:18:10Z,1778717890571.0,0.03535,,104,"0.03535 CMP, risky half-margin trade",https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
BBUSDT-2026-05-14-long,BBUSDT,long,stop_set,2026-05-14T00:18:10Z,1778717890571.0,0.3,,104,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
BBUSDT-2026-05-14-long,BBUSDT,long,target_set,2026-05-14T00:18:10Z,1778717890571.0,0.39,,104,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
BBUSDT-2026-05-14-long,BBUSDT,long,target_set,2026-05-14T00:18:10Z,1778717890571.0,0.41,,104,TP2 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
BBUSDT-2026-05-14-long,BBUSDT,long,entry,2026-05-14T00:18:10Z,1778717890571.0,0.03538,,104,,https://discord.com/channels/1042855255089623100/1501271173588193290/1504276604292042863
BBUSDT-2026-05-14-long,BBUSDT,long,target_move,2026-05-14T00:52:57Z,1778719977166.0,0.404,,105,new targets 0.404,https://discord.com/channels/1042855255089623100/1501271173588193290/1504285356105662576
SOLUSDT-2026-05-14-long,SOLUSDT,long,stop_move,2026-05-14T00:53:31Z,1778720011172.0,,,106,tightened_unspecified,https://discord.com/channels/1042855255089623100/1501271173588193290/1504285498737164389
ENSUSDT-2026-05-14-long,ENSUSDT,long,signal,2026-05-14T07:40:51Z,1778744451590.0,6.89,,107,6.89 CMP,https://discord.com/channels/1042855255089623100/1501271173588193290/1504388009280278589
ENSUSDT-2026-05-14-long,ENSUSDT,long,stop_set,2026-05-14T07:40:51Z,1778744451590.0,6.3,,107,published stop,https://discord.com/channels/1042855255089623100/1501271173588193290/1504388009280278589
ENSUSDT-2026-05-14-long,ENSUSDT,long,target_set,2026-05-14T07:40:51Z,1778744451590.0,7.69,,107,TP1 as published,https://discord.com/channels/1042855255089623100/1501271173588193290/1504388009280278589
ENSUSDT-2026-05-14-long,ENSUSDT,long,entry,2026-05-14T07:40:51Z,1778744451590.0,6.9,,107,,https://discord.com/channels/1042855255089623100/1501271173588193290/1504388009280278589
BTCUSDT-2026-05-13-long,BTCUSDT,long,dca_fill,2026-05-14T14:30:30Z,1778769030106.0,79000.0,,108,25% DCA filled - confirmed when he posted the 79.2k average running in heavy profit; the actual fill time was never stated,https://discord.com/channels/1042855255089623100/1501271173588193290/1504491099048251594
